VYP batch,Part,Set Time,FFTE Feed solids SP,FFTE Production solids SP,FFTE Steam pressure SP,TFE Out flow SP,TFE Production solids SP,TFE Vacuum pressure SP,TFE Steam pressure SP,Extract tank Level,FFTE Discharge density,FFTE Discharge solids,FFTE Feed flow rate PV,FFTE Feed solids PV,FFTE Heat temperature 1,FFTE Heat temperature 2,FFTE Heat temperature 3,FFTE Production solids PV,FFTE Steam pressure PV,TFE Input flow PV,TFE Level,TFE Motor current,TFE Motor speed,TFE Out flow PV,TFE Product out temperature,TFE Production solids PV,TFE Production solids density,TFE Steam pressure PV,TFE Steam temperature,TFE Tank level,TFE Temperature,TFE Vacuum pressure PV,quality
80_2019_10_25,Yeast - BRD,28/10/2019 5:14,50.0,43.0,141.41,2991.88,67.0,-64.47,120.0,48.57,1.5,44.57,10151.75,46.24,53.11,66.5,58.32,44.34,142.58,1782.75,45.6,28.8,80,1635.54,0,70.75,1.2,119.91,64.89,46.48,73,-71.04,high_bad
80_2019_10_25,Yeast - BRD,28/10/2019 5:30,50.0,43.0,139.81,2991.88,67.0,-79.48,120.0,50.21,1.5,47.35,10119.97,46.37,54.45,68.04,58.07,47.35,142.58,1840.47,46.5,30.15,80,1603.76,0,65.65,1.2,119.91,66.04,30.32,72,-77.03,high_bad
80_2019_10_25,Yeast - BRD,28/10/2019 6:00,50.0,43.0,136.57,2991.88,69.0,-79.87,120.0,53.78,1.5,44.88,10145.27,47.97,53.22,68.23,58.06,44.8,137.91,2571.34,51.34,27.76,80,2308.04,0,64.37,1.2,120.23,66.17,13.44,72,-76.67,high_bad
80_2019_10_25,Yeast - BRD,28/10/2019 6:10,50.0,43.0,134.66,2991.88,69.0,-79.87,120.0,55.41,1.5,44.34,10305.45,50.37,52.75,67.76,58.07,43.03,138.33,1974.71,45.5,26.55,80,1500.65,0,48.46,1.2,120.23,63.28,15.32,67,-79.49,high_bad
80_2019_10_25,Yeast - BRD,28/10/2019 6:19,50.0,43.0,133.39,2991.88,69.0,-75.19,120.0,56.55,1.5,43.95,10279.51,50.18,52.29,67.29,58.08,44.11,138.01,1597.28,45.15,29.68,80,1449.42,0,72.7,1.2,119.58,63.0,20.56,74,-78.81,high_bad
80_2019_10_25,Yeast - BRD,28/10/2019 7:53,50.0,43.0,142.08,2991.88,68.0,-79.75,125.0,64.54,1.24,43.33,10497.41,50.37,50.45,61.76,58.18,43.26,140.74,1878.73,45.02,29.0,80,1821.01,0,63.99,1.2,125.03,63.35,85.21,68,-79.85,high_bad
80_2019_10_25,Yeast - BRD,28/10/2019 8:18,50.0,43.0,142.6,2991.88,68.0,-79.49,125.0,66.71,1.24,45.66,10446.17,46.98,51.41,63.9,58.21,46.66,141.7,1744.49,44.6,29.88,80,1455.9,0,63.99,1.2,124.71,62.1,84.32,69,-80.2,high_bad
80_2019_10_25,Yeast - BRD,28/10/2019 9:39,50.0,43.0,144.47,2991.88,68.0,-74.86,125.0,63.77,1.24,47.28,10503.89,47.62,51.47,65.5,58.29,46.5,142.58,1763.94,45.63,29.64,80,3006.49,0,67.98,1.2,124.71,64.72,83.96,73,-75.28,high_bad
80_2019_10_25,Yeast - BRD,28/10/2019 10:29,50.0,43.0,145.58,2991.88,68.0,-78.8,125.0,68.23,1.24,46.27,10484.44,46.98,51.2,66.43,58.34,46.12,142.15,1725.03,44.45,29.61,80,1500.65,0,68.8,1.2,125.36,63.51,84.16,71,-77.74,high_bad
80_2019_10_25,Yeast - BRD,28/10/2019 10:39,50.0,43.0,145.8,2991.88,68.0,-74.67,125.0,69.2,1.24,47.12,10529.83,47.2,50.94,66.22,58.35,46.81,141.78,1725.03,45.12,29.14,80,1525.94,0,68.8,1.2,125.03,63.51,83.98,73,-74.57,high_bad
80_2019_10_25,Yeast - BRD,28/10/2019 12:15,50.0,43.0,147.96,2991.88,68.0,-75.15,125.0,58.83,1.24,47.2,10490.92,47.17,49.88,67.19,58.46,47.12,141.98,1706.23,44.83,28.91,80,1500.65,0,68.12,1.2,125.03,67.16,83.94,74,-73.86,high_bad
80_2019_10_25,Yeast - BRD,28/10/2019 13:00,50.0,43.0,148.93,2991.88,68.0,-63.65,125.0,63.47,1.24,47.97,10497.41,50.31,50.24,68.19,58.4,48.21,141.82,1558.37,44.83,28.8,80,1404.67,0,67.82,1.21,125.03,67.26,83.7,79,-64.72,high_bad
80_2019_10_25,Yeast - BRD,28/10/2019 13:30,50.0,43.0,149.6,2991.88,68.0,-64.53,125.0,66.54,1.24,50.69,10516.86,50.31,49.31,67.84,57.96,51.45,141.77,1500.65,44.54,29.14,80,1494.16,0,68.65,1.21,125.03,71.42,82.98,81,-64.01,high_bad
80_2019_10_25,Yeast - BRD,28/10/2019 13:44,50.0,43.0,149.9,2991.88,68.0,-65.26,125.0,68.62,1.24,52.92,10490.92,50.28,48.92,67.9,57.62,52.61,143.52,1706.23,45.86,29.85,80,2167.32,0,65.95,1.21,125.03,71.17,82.42,80,-64.72,high_bad
80_2019_10_25,Yeast - BRD,28/10/2019 15:01,50.0,43.0,151.68,2991.88,71.0,-65.14,125.0,49.88,1.24,49.51,10490.92,50.09,47.82,66.49,57.3,50.06,142.06,1731.52,45.86,30.42,80,2250.32,0,73.15,1.21,125.03,67.42,83.22,77,-67.86,high_bad
80_2019_10_25,Yeast - BRD,28/10/2019 18:13,50.0,43.0,156.0,2991.88,71.0,-80.0,125.0,68.27,1.27,46.27,10285.99,47.78,46.34,62.91,56.64,46.42,141.86,1648.51,44.54,29.47,80,1461.74,0,66.25,1.21,125.03,63.09,84.29,69,-79.85,high_bad
80_2019_10_25,Yeast - BRD,28/10/2019 19:23,50.0,43.0,157.56,2991.88,71.0,-80.0,125.0,43.99,1.27,49.98,10298.96,46.18,47.35,64.31,57.06,50.53,141.66,1365.76,42.91,30.05,80,1974.71,0,66.55,1.21,124.71,61.17,83.14,69,-80.2,high_bad
80_2019_10_25,Yeast - BRD,28/10/2019 19:56,50.0,43.0,158.31,2991.88,71.0,-80.0,125.0,23.61,1.27,52.46,10324.9,45.12,47.74,67.05,56.56,52.77,141.86,1129.05,41.08,30.32,80,1026.59,0,67.52,1.21,124.71,61.17,82.54,70,-79.85,high_bad
80_2019_10_25,Yeast - BRD,28/10/2019 19:59,50.0,43.0,158.38,2991.88,71.0,-80.0,125.0,21.89,1.27,52.46,10298.96,47.94,47.74,67.1,56.51,52.69,141.35,1481.19,45.06,29.14,80,1487.68,0,67.52,1.21,125.36,61.17,82.45,69,-79.49,high_bad
80_2019_10_25,Yeast - BRD,28/10/2019 21:12,25.0,43.0,135.07,2991.88,71.0,-50.0,2.0,15.39,1.27,3.45,13868.35,36.73,31.77,46.5,29.77,2.99,141.86,3942.28,46.05,22.08,20,6280.8,0,3.96,1.08,52.3,54.89,80.59,83,-28.38,high_bad
80_2019_10_25,Yeast - BRD,28/10/2019 22:35,25.0,43.0,148.51,2991.88,71.0,-50.0,2.0,17.37,1.27,-2.96,13932.55,14.84,39.51,44.6,20.68,-2.49,135.11,3359.27,45.86,22.72,20,11452.66,0,1.87,1.08,1.98,54.12,77.1,71,1.58,high_bad
80_2019_10_25,Yeast - BRD,28/10/2019 22:55,25.0,43.0,151.74,2991.88,71.0,-50.0,2.0,29.82,1.27,-3.5,13887.81,17.82,39.53,41.81,19.95,-3.42,135.52,3115.43,96.03,21.14,20,6409.21,0,-2.64,0.5,1.98,56.56,70.27,69,1.58,high_bad
80_2019_10_25,Yeast - BRD,29/10/2019 0:14,25.0,40.5,116.76,2296.3,71.0,-45.0,120.0,70.64,1.05,-3.6,9311.93,34.96,45.83,55.8,49.33,-3.75,121.94,2584.31,59.37,24.77,80,1410.51,0,-13.65,0.5,120.56,74.18,36.69,79,-50.92,high_bad
80_2019_10_25,Yeast - BRD,29/10/2019 0:21,25.0,40.5,111.96,2296.3,71.0,-45.0,120.0,67.33,1.05,-3.6,9311.93,28.65,48.64,61.29,64.94,-3.6,119.82,1866.41,49.03,24.7,80,1545.4,0,-13.65,0.5,119.91,77.22,25.6,82,-47.43,high_bad
80_2019_10_25,Yeast - BRD,29/10/2019 0:37,50.0,40.5,111.57,2296.3,63.0,-41.99,120.0,56.85,1.05,28.27,9280.16,50.06,59.54,67.34,67.88,28.87,104.0,1590.79,46.88,24.97,80,1449.42,0,-4.02,0.5,119.58,79.02,33.44,83,-45.29,high_bad
80_2019_10_25,Yeast - BRD,29/10/2019 0:38,50.0,40.5,111.57,2296.3,63.0,-80.0,120.0,56.68,1.05,28.27,9311.93,50.57,59.2,67.27,67.87,29.17,104.16,1558.37,45.92,24.97,80,2000.65,0,-4.02,0.5,119.58,79.02,33.57,82,-55.52,high_bad
80_2019_10_25,Yeast - BRD,29/10/2019 1:18,50.0,40.5,117.44,2296.3,63.0,-74.2,120.0,52.94,1.05,42.61,9824.9,50.28,52.57,66.37,66.76,45.38,115.2,1391.7,34.83,42.43,80,795.72,0,66.08,0.5,120.23,65.37,21.01,72,-78.1,high_bad
80_2019_10_25,Yeast - BRD,29/10/2019 2:43,50.0,40.5,120.76,2296.3,65.0,-74.26,120.0,59.41,1.05,49.78,9491.57,50.28,50.6,64.3,64.21,49.56,120.36,1744.49,59.89,43.37,80,2590.14,0,68.83,0.5,119.91,63.7,54.25,73,-74.93,high_bad
81_2019_10_29,Yeast - BRD,29/10/2019 2:46,50.0,40.5,120.76,2296.3,65.0,-66.92,120.0,59.26,1.05,49.18,9536.32,46.98,50.56,64.15,64.1,49.18,120.69,1744.49,58.32,44.41,80,2692.61,0,68.83,0.5,120.23,65.34,57.71,74,-72.11,good
81_2019_10_29,Yeast - BRD,29/10/2019 3:39,50.0,40.5,129.65,2296.3,65.0,-73.5,120.0,66.27,1.05,46.79,9529.83,47.49,50.58,63.23,62.48,46.94,127.06,1795.72,48.64,38.63,80,1821.01,0,65.72,0.5,119.91,65.63,83.52,73,-74.93,good
81_2019_10_29,Yeast - BRD,29/10/2019 4:10,50.0,40.5,131.96,2296.3,65.0,-74.39,120.0,70.15,1.05,46.79,9465.63,50.37,50.92,63.3,62.21,47.09,129.93,1706.23,44.6,38.6,80,1429.96,0,64.63,0.5,119.91,64.53,83.55,74,-76.0,good
82_2019_10_29,Yeast - BRD,29/10/2019 6:02,50.0,40.5,126.51,2296.3,62.0,-80.0,120.0,54.59,1.05,48.81,9478.6,50.31,52.3,63.96,61.77,48.66,134.48,1455.9,46.34,30.99,80,1808.69,0,54.19,1.17,119.91,61.94,83.07,68,-80.2,high_bad
82_2019_10_29,Yeast - BRD,29/10/2019 6:12,50.0,40.5,125.69,2296.3,63.0,-78.54,120.0,56.7,1.05,49.11,9491.57,50.28,52.43,64.06,61.79,49.26,135.0,2134.89,41.18,52.93,80,955.9,0,44.76,1.17,119.26,66.43,82.97,77,-74.93,high_bad
82_2019_10_29,Yeast - BRD,29/10/2019 6:49,50.0,40.5,123.34,2296.3,61.5,-80.0,120.0,60.49,1.05,49.49,9478.6,47.75,52.5,63.59,61.84,47.76,124.24,2205.58,51.78,42.39,80,2641.37,0,61.59,1.17,119.91,63.41,51.53,70,-79.85,high_bad
82_2019_10_29,Yeast - BRD,29/10/2019 6:55,50.0,40.5,123.01,2296.3,61.5,-80.0,120.0,61.29,1.27,49.49,9516.86,47.04,52.5,63.45,61.84,47.24,124.96,2199.09,51.85,39.2,80,2584.31,0,61.59,1.17,119.91,61.3,51.56,69,-80.56,high_bad
82_2019_10_29,Yeast - BRD,29/10/2019 7:00,50.0,40.5,122.85,2296.3,36.5,-54.44,120.0,61.42,1.27,49.49,9485.08,47.68,52.5,63.32,61.83,46.94,125.31,1974.71,43.61,44.01,80,1333.98,0,56.36,1.17,43.64,55.69,53.67,68,-81.95,high_bad
82_2019_10_29,Yeast - BRD,29/10/2019 7:02,50.0,40.5,122.69,2296.3,36.5,-44.59,120.0,62.01,1.27,49.49,9478.6,50.57,52.49,63.25,61.83,46.64,124.83,1769.78,63.03,26.99,80,2673.8,0,57.16,1.17,86.9,46.78,56.82,74,-36.83,high_bad
83_2019_10_29,Yeast - BRD,29/10/2019 7:20,50.0,40.5,121.88,2296.3,63.0,-79.91,120.0,64.34,1.27,45.9,9472.11,47.1,52.47,63.04,61.82,45.97,124.94,2083.66,48.9,38.5,80,1891.7,0,55.86,1.17,119.91,69.85,62.27,77,-72.46,low_bad
83_2019_10_29,Yeast - BRD,29/10/2019 7:20,50.0,40.5,121.88,2296.3,63.0,-79.91,120.0,64.34,1.27,45.9,9472.11,47.1,52.47,63.04,61.82,45.97,124.94,2083.66,48.9,38.5,80,1891.7,0,55.86,1.17,119.91,69.85,62.27,77,-72.46,low_bad
83_2019_10_29,Yeast - BRD,29/10/2019 7:20,50.0,40.5,121.88,2296.3,63.0,-79.91,120.0,64.34,1.27,45.9,9472.11,47.1,52.47,63.04,61.82,45.97,124.94,2083.66,48.9,38.5,80,1891.7,0,55.86,1.17,119.91,69.85,62.27,77,-72.46,low_bad
83_2019_10_29,Yeast - BRD,29/10/2019 7:20,50.0,40.5,121.88,2296.3,63.0,-79.91,120.0,64.34,1.27,45.9,9472.11,47.1,52.47,63.04,61.82,45.97,124.94,2083.66,48.9,38.5,80,1891.7,0,55.86,1.17,119.91,69.85,62.27,77,-72.46,low_bad
83_2019_10_29,Yeast - BRD,29/10/2019 7:20,50.0,40.5,121.88,2296.3,63.0,-79.91,120.0,64.34,1.27,45.9,9472.11,47.1,52.47,63.04,61.82,45.97,124.94,2083.66,48.9,38.5,80,1891.7,0,55.86,1.17,119.91,69.85,62.27,77,-72.46,low_bad
83_2019_10_29,Yeast - BRD,29/10/2019 7:22,50.0,40.5,121.72,2296.3,63.0,-79.91,120.0,64.11,1.27,45.9,9491.57,50.31,52.47,63.04,61.82,46.19,124.94,2090.14,48.19,39.24,80,1859.92,0,59.63,1.17,119.91,69.85,60.86,75,-74.21,low_bad
83_2019_10_29,Yeast - BRD,29/10/2019 7:35,50.0,40.5,121.07,2296.3,63.0,-79.91,120.0,63.67,1.27,47.09,9478.6,50.5,52.43,63.07,61.82,47.17,124.98,2025.94,49.93,45.12,80,2321.01,0,62.24,1.17,119.91,69.85,54.82,71,-78.81,low_bad
83_2019_10_29,Yeast - BRD,29/10/2019 7:42,50.0,40.5,120.75,2296.3,63.0,-79.91,120.0,64.14,1.27,47.09,9472.11,47.36,52.41,63.08,61.81,47.54,124.91,1911.15,50.98,47.44,80,1693.26,0,62.24,1.17,119.91,65.11,53.21,71,-79.13,low_bad
83_2019_10_29,Yeast - BRD,29/10/2019 7:42,50.0,40.5,120.75,2296.3,63.0,-79.47,120.0,63.84,1.27,47.09,9536.32,50.31,52.41,63.09,61.81,47.54,124.6,1911.15,50.37,47.38,80,1686.77,0,62.24,1.17,119.91,65.11,53.49,71,-79.13,low_bad
83_2019_10_29,Yeast - BRD,29/10/2019 7:52,50.0,40.5,120.26,2296.3,63.0,-79.47,120.0,63.92,1.27,47.09,9529.83,50.57,52.39,63.1,61.81,47.91,124.69,1898.18,90.81,44.58,80,2436.45,0,63.98,1.17,119.91,65.11,54.01,72,-76.0,low_bad
83_2019_10_29,Yeast - BRD,29/10/2019 7:53,50.0,40.5,120.26,2296.3,63.0,-71.87,120.0,63.91,1.27,47.09,9478.6,47.01,52.38,63.11,61.81,47.91,124.99,1891.7,88.28,42.9,80,2051.88,0,63.98,1.17,119.91,65.11,54.51,72,-75.28,low_bad
83_2019_10_29,Yeast - BRD,29/10/2019 7:55,50.0,40.5,120.1,2296.3,62.0,-71.87,120.0,63.97,1.27,47.09,9472.11,50.44,52.38,63.11,61.81,47.83,124.99,1878.73,70.69,41.35,80,2430.61,0,63.98,1.17,119.91,66.65,55.02,73,-73.18,low_bad
83_2019_10_29,Yeast - BRD,29/10/2019 7:56,50.0,40.5,120.1,2296.3,62.0,-68.68,120.0,64.02,1.27,47.09,9529.83,50.5,52.37,63.12,61.81,47.91,124.97,1885.21,55.73,41.12,80,2507.13,0,63.1,1.17,119.91,66.65,54.93,74,-72.46,low_bad
83_2019_10_29,Yeast - BRD,29/10/2019 8:00,50.0,40.5,120.19,2296.3,62.0,-70.05,120.0,63.99,1.27,47.09,9491.57,47.3,52.36,63.12,61.8,47.83,120.65,1929.96,47.97,38.97,80,1917.64,0,61.08,1.17,119.91,67.71,55.81,75,-71.75,low_bad
83_2019_10_29,Yeast - BRD,29/10/2019 8:02,50.0,40.5,120.71,2296.3,62.0,-70.05,120.0,63.65,1.27,47.09,9510.38,50.54,52.36,63.12,61.8,47.76,120.65,1929.96,47.58,38.87,80,1872.24,0,61.08,1.17,119.91,67.71,56.85,75,-71.39,low_bad
83_2019_10_29,Yeast - BRD,29/10/2019 8:07,50.0,40.5,121.23,2296.3,62.0,-74.44,120.0,64.07,1.27,47.61,9516.86,47.07,52.34,63.09,61.8,47.09,120.07,1923.48,49.16,40.24,80,2680.29,0,61.08,1.17,119.91,67.71,61.12,75,-73.18,low_bad
83_2019_10_29,Yeast - BRD,29/10/2019 8:08,50.0,40.5,121.75,2296.3,62.0,-74.44,120.0,64.18,1.27,47.61,9529.83,47.04,52.34,63.09,61.8,46.79,120.07,1942.93,48.39,39.3,80,2865.76,0,61.08,1.17,119.91,67.71,62.61,75,-73.5,low_bad
83_2019_10_29,Yeast - BRD,29/10/2019 8:15,50.0,40.5,122.8,2296.3,62.0,-74.44,120.0,64.0,1.27,47.61,9504.54,47.94,52.32,63.04,61.8,45.67,119.91,2013.62,48.29,38.93,80,1853.44,0,61.08,1.17,119.91,65.63,68.65,74,-75.64,low_bad
83_2019_10_29,Yeast - BRD,29/10/2019 8:17,50.0,40.5,122.8,2296.3,62.0,-78.82,120.0,63.87,1.27,47.61,9472.11,47.17,52.31,63.01,61.8,45.38,119.07,2032.43,49.58,39.67,80,1936.45,0,61.08,1.17,119.91,65.63,69.9,73,-76.67,low_bad
83_2019_10_29,Yeast - BRD,29/10/2019 8:18,50.0,40.5,122.8,2296.3,62.0,-80.0,120.0,63.9,1.27,47.61,9485.08,50.41,52.31,63.01,61.8,45.0,119.07,2051.88,49.54,38.8,80,2731.52,0,61.08,1.17,119.91,65.63,71.91,72,-77.39,low_bad
83_2019_10_29,Yeast - BRD,29/10/2019 8:25,50.0,40.5,124.36,2296.3,62.0,-80.0,120.0,63.86,1.27,47.61,9485.08,47.04,52.29,62.96,61.79,43.88,120.08,1994.16,46.34,38.9,80,1763.94,0,60.5,1.17,119.91,65.63,75.63,71,-78.81,low_bad
83_2019_10_29,Yeast - BRD,29/10/2019 8:28,50.0,40.5,124.88,2296.3,62.0,-80.0,120.0,63.59,1.27,47.61,9523.35,50.57,52.29,62.94,61.79,43.65,120.02,1904.67,47.94,38.16,80,1725.03,0,60.5,1.17,119.91,65.63,77.53,70,-78.81,low_bad
83_2019_10_29,Yeast - BRD,29/10/2019 8:31,50.0,40.5,124.88,2296.3,62.0,-80.0,125.0,63.83,1.27,47.61,9472.11,47.58,52.28,62.92,61.79,43.21,119.77,1955.9,48.67,37.42,80,1866.41,0,60.5,1.17,119.91,65.63,79.49,70,-79.49,low_bad
83_2019_10_29,Yeast - BRD,29/10/2019 8:45,50.0,40.5,124.23,2296.3,62.0,-80.0,125.0,63.43,1.27,42.76,9485.08,50.41,52.25,62.82,61.78,42.99,124.96,1763.94,45.47,34.22,80,1994.16,0,59.63,1.17,125.03,62.52,84.78,69,-79.85,low_bad
83_2019_10_29,Yeast - BRD,29/10/2019 9:08,50.0,40.5,123.11,2296.3,62.0,-80.0,125.0,63.79,1.27,43.36,9382.62,50.54,52.21,62.65,61.77,43.51,124.96,1821.01,46.27,31.19,80,1622.57,0,59.34,1.17,125.03,62.52,84.66,69,-80.2,low_bad
83_2019_10_29,Yeast - BRD,29/10/2019 9:11,50.0,40.5,122.95,2296.3,62.0,-80.0,125.0,63.38,1.27,43.36,9324.9,50.82,52.2,62.67,61.77,43.51,124.71,1757.46,45.02,31.93,80,2128.4,0,57.67,1.17,124.38,62.52,84.53,69,-79.85,low_bad
83_2019_10_29,Yeast - BRD,29/10/2019 9:21,50.0,40.5,122.47,2296.3,62.0,-80.0,125.0,63.61,1.27,44.25,9318.42,47.62,52.18,62.75,61.77,45.07,125.56,1551.88,43.99,33.01,80,1872.24,0,57.67,1.17,125.36,62.52,84.16,69,-80.2,low_bad
83_2019_10_29,Yeast - BRD,29/10/2019 9:25,50.0,40.5,122.3,2296.3,62.0,-80.0,125.0,63.95,1.27,44.25,9293.13,50.47,52.18,62.78,61.77,45.6,124.6,1512.97,43.77,31.66,80,1968.87,0,57.67,1.17,124.71,62.52,84.04,69,-79.85,low_bad
83_2019_10_29,Yeast - BRD,29/10/2019 9:28,50.0,40.5,122.14,2296.3,62.0,-80.0,125.0,63.88,1.27,46.04,9331.39,50.57,52.17,62.81,61.76,45.97,126.03,1481.19,42.78,32.41,80,1981.19,0,57.67,1.17,125.03,62.52,83.91,69,-79.85,low_bad
83_2019_10_29,Yeast - BRD,29/10/2019 9:31,50.0,40.5,121.98,2296.3,62.0,-80.0,125.0,64.1,1.27,46.04,9280.16,47.3,52.16,62.83,61.76,46.27,124.79,1436.45,43.1,31.87,80,2000.65,0,59.92,1.17,125.03,62.52,83.79,69,-80.2,low_bad
84_2019_10_29,Yeast - BRD,29/10/2019 9:39,50.0,40.5,121.66,2296.3,62.0,-80.0,125.0,63.93,1.27,46.04,9318.42,50.37,52.15,62.91,61.76,46.34,125.31,1385.21,43.36,31.66,80,1269.78,0,59.92,1.17,124.71,61.04,83.78,69,-80.2,good
84_2019_10_29,Yeast - BRD,29/10/2019 9:49,50.0,40.5,121.18,2296.3,59.0,-78.63,125.0,64.43,1.27,47.24,9305.45,50.09,52.08,62.99,61.75,47.24,125.3,1129.05,41.24,30.42,80,1007.13,0,59.27,1.17,124.71,61.04,83.55,69,-79.85,good
84_2019_10_29,Yeast - BRD,29/10/2019 11:47,50.0,40.5,121.22,2296.3,63.0,-36.37,125.0,70.66,1.27,50.98,9607.0,47.87,50.84,62.95,61.7,50.45,114.72,1346.95,43.93,32.03,80,3051.23,0,63.54,1.17,125.03,79.92,82.48,92,-37.9,good
85_2019_10_29,Yeast - BRD,29/10/2019 13:37,50.0,40.5,135.79,2296.3,63.0,-71.27,125.0,67.04,1.27,47.46,9594.03,50.41,49.92,62.21,61.64,44.33,115.4,1667.32,44.99,32.03,80,2827.5,0,62.45,1.17,125.03,70.94,84.25,78,-69.65,high_bad
85_2019_10_29,Yeast - BRD,29/10/2019 14:21,50.0,40.5,141.54,2296.3,63.0,-77.73,125.0,53.53,1.27,43.59,9600.52,50.57,49.67,61.88,61.62,42.84,114.36,1667.32,44.9,32.91,80,2596.63,0,61.59,1.21,125.03,68.31,84.7,73,-75.64,high_bad
85_2019_10_29,Yeast - BRD,29/10/2019 14:27,50.0,40.5,142.42,2296.3,63.0,-77.64,125.0,50.53,1.27,43.59,9568.09,50.28,49.63,61.83,61.61,42.84,115.08,1584.31,50.18,35.47,80,949.42,0,63.03,1.21,125.03,65.47,84.7,73,-76.67,high_bad
85_2019_10_29,Yeast - BRD,29/10/2019 14:42,50.0,40.5,144.19,2296.3,63.0,-79.82,125.0,41.88,1.27,43.59,9625.81,50.57,49.55,61.72,61.35,42.69,114.72,1821.01,44.32,33.95,80,3038.91,0,61.73,1.21,125.03,65.47,84.76,71,-79.13,high_bad
85_2019_10_29,Yeast - BRD,29/10/2019 15:16,50.0,40.5,149.05,2296.3,63.0,-80.0,125.0,23.81,1.25,41.94,9587.55,45.44,48.73,61.47,60.7,41.64,114.25,1827.5,45.31,32.3,80,3218.55,0,59.7,1.21,125.03,63.03,85.03,69,-80.2,high_bad
85_2019_10_29,Yeast - BRD,29/10/2019 15:36,50.0,40.5,151.7,2296.3,63.0,-80.0,125.0,12.4,1.25,41.94,9587.55,45.22,48.22,61.31,60.31,40.97,115.08,1757.46,43.71,30.22,80,1500.65,0,58.17,1.21,124.38,61.17,85.28,69,-80.2,high_bad
85_2019_10_29,Yeast - BRD,29/10/2019 15:39,50.0,40.5,152.14,2296.3,63.0,-80.0,125.0,9.83,1.25,41.94,9619.33,45.38,48.13,61.29,60.25,40.74,115.43,1718.55,45.31,30.49,80,1468.22,0,58.17,1.21,124.71,61.17,85.29,69,-80.2,high_bad
86_2019_10_29,Yeast - BRN,29/10/2019 17:57,50.0,41.5,84.88,2038.55,63.0,-45.0,120.0,67.53,1.25,19.46,9376.13,23.27,52.37,66.57,67.35,20.14,79.7,2487.68,53.0,25.2,80,3090.14,0,-2.06,1.21,119.91,78.22,58.81,83,-44.61,good
86_2019_10_29,Yeast - BRN,29/10/2019 18:18,50.0,41.5,122.46,2038.55,65.0,-79.73,120.0,67.53,1.25,35.29,9369.65,50.6,53.97,66.57,66.96,38.65,122.09,1821.01,43.61,25.84,80,1359.27,0,40.49,1.21,119.91,68.09,83.43,67,-77.39,good
86_2019_10_29,Yeast - BRN,29/10/2019 18:50,50.0,41.5,122.76,2038.55,65.0,-79.45,125.0,67.77,1.25,47.31,9420.88,50.5,50.69,66.64,66.31,47.54,122.5,1512.97,40.54,37.72,80,949.42,0,64.56,1.21,125.03,63.7,34.23,69,-80.2,good
86_2019_10_29,Yeast - BRN,29/10/2019 19:18,50.0,41.5,123.06,2038.55,65.0,-64.41,125.0,52.96,1.25,47.31,9382.62,50.37,49.13,66.76,65.78,49.18,121.9,1519.46,43.99,33.72,80,1423.48,0,66.37,1.21,125.03,71.59,53.56,79,-62.58,good
86_2019_10_29,Yeast - BRN,29/10/2019 19:31,50.0,41.5,123.2,2038.55,65.0,-54.8,125.0,50.97,1.25,47.31,9389.11,50.34,48.88,66.82,65.52,49.56,122.35,1481.19,43.84,32.37,80,1398.18,0,65.21,1.21,125.03,74.98,68.34,84,-55.88,good
86_2019_10_29,Yeast - BRN,29/10/2019 20:34,50.0,41.5,123.83,2038.55,67.0,-64.06,125.0,56.37,1.25,49.11,9376.13,47.14,48.14,67.11,65.03,50.01,121.9,1525.94,43.87,36.24,80,1416.99,0,66.73,1.21,125.03,72.1,82.71,81,-63.65,good
86_2019_10_29,Yeast - BRN,29/10/2019 21:04,50.0,41.5,124.13,2038.55,67.0,-55.78,125.0,58.43,1.25,49.86,9407.91,48.16,48.02,67.24,64.84,50.16,122.5,1391.7,43.13,35.3,80,1263.29,0,67.74,1.21,125.03,72.77,82.63,85,-54.45,good
87_2019_10_29,Yeast - BRN,29/10/2019 21:44,50.0,41.5,124.54,2038.55,67.0,-71.67,125.0,61.27,1.25,50.16,9427.37,50.54,47.86,66.87,64.58,47.83,122.5,2007.13,48.39,39.64,80,1942.93,0,65.72,1.21,125.03,67.93,83.18,74,-75.28,good
87_2019_10_29,Yeast - BRN,29/10/2019 22:21,50.0,41.5,124.9,2038.55,67.0,-75.73,125.0,62.13,1.25,45.6,9382.62,50.41,48.11,66.43,64.32,43.8,121.1,1610.25,44.28,34.76,80,2404.67,0,62.45,1.22,125.03,68.96,84.38,77,-71.39,good
88_2019_10_29,Yeast - BRN,29/10/2019 23:33,50.0,41.5,133.1,2038.55,60.0,-79.71,125.0,62.85,1.26,44.55,9440.34,50.41,49.24,66.74,63.84,46.71,135.19,1629.05,44.41,30.49,80,1461.74,0,60.13,1.22,125.36,61.3,75.83,69,-78.81,good
88_2019_10_29,Yeast - BRN,29/10/2019 23:49,50.0,41.5,131.8,2038.55,65.0,-62.4,120.0,57.24,1.26,47.91,9382.62,50.41,49.49,66.97,63.56,48.21,135.31,1776.26,47.97,31.43,80,1551.88,0,57.23,1.22,120.23,67.58,56.98,73,-72.11,good
