VYP batch,Part,Set Time,FFTE Feed solids SP,FFTE Production solids SP,FFTE Steam pressure SP,TFE Out flow SP,TFE Production solids SP,TFE Vacuum pressure SP,TFE Steam pressure SP,Extract tank Level,FFTE Discharge density,FFTE Discharge solids,FFTE Feed flow rate PV,FFTE Feed solids PV,FFTE Heat temperature 1,FFTE Heat temperature 2,FFTE Heat temperature 3,FFTE Production solids PV,FFTE Steam pressure PV,TFE Input flow PV,TFE Level,TFE Motor current,TFE Motor speed,TFE Out flow PV,TFE Product out temperature,TFE Production solids PV,TFE Production solids density,TFE Steam pressure PV,TFE Steam temperature,TFE Tank level,TFE Temperature,TFE Vacuum pressure PV,quality
88_2019_10_29,Yeast - BRN,30/10/2019 0:02,50.0,41.5,130.49,2038.55,62.0,-69.81,120.0,50.36,1.26,47.91,9420.88,50.34,49.69,67.16,63.33,48.89,134.51,1673.8,44.67,32.84,80,1455.9,0,58.32,1.22,119.91,72.8,42.71,79,-65.76,good
88_2019_10_29,Yeast - BRN,30/10/2019 0:06,50.0,41.5,129.84,2038.55,62.0,-68.16,120.0,48.45,1.26,47.91,9407.91,46.56,49.74,67.21,63.27,49.41,134.69,1693.26,45.41,33.48,80,1584.31,0,64.19,1.22,119.91,70.14,38.98,78,-66.12,good
88_2019_10_29,Yeast - BRN,30/10/2019 0:07,50.0,41.5,129.84,2038.55,62.0,-65.51,120.0,48.1,1.26,47.91,9427.37,50.37,49.79,67.26,63.22,49.41,135.18,1693.26,45.76,33.45,80,1629.05,0,64.19,1.22,119.91,70.14,38.75,78,-66.12,good
88_2019_10_29,Yeast - BRN,30/10/2019 0:23,50.0,41.5,128.21,2038.55,64.0,-63.47,120.0,38.49,1.26,50.82,9382.62,48.8,49.99,67.45,62.99,51.35,134.86,1622.57,45.02,34.59,80,1551.88,0,65.35,1.22,119.91,72.26,23.29,80,-62.23,good
88_2019_10_29,Yeast - BRN,30/10/2019 0:26,50.0,41.5,127.89,2038.55,64.0,-63.47,120.0,37.2,1.26,50.82,9407.91,50.25,50.04,67.49,62.94,51.8,134.84,1610.25,45.66,34.76,80,1571.34,0,65.35,1.22,119.91,72.26,20.59,81,-59.77,good
88_2019_10_29,Yeast - BRN,30/10/2019 0:42,50.0,41.5,126.58,2038.55,67.0,-57.58,120.0,27.96,1.26,50.82,9414.4,50.54,50.29,67.73,62.65,53.96,134.15,2295.07,57.2,28.87,80,2948.77,0,68.03,1.22,118.94,73.54,11.98,83,-57.98,good
88_2019_10_29,Yeast - BRN,30/10/2019 0:54,50.0,41.5,125.28,2038.55,37.5,-80.0,120.0,21.01,1.26,54.78,9395.59,45.89,50.11,67.92,62.43,55.0,135.07,1225.03,8.21,52.22,80,879.38,0,39.83,1.22,120.23,64.98,16.61,71,-77.03,good
88_2019_10_29,Yeast - BRN,30/10/2019 0:57,50.0,41.5,124.55,2038.55,40.5,-73.47,120.0,19.98,1.26,54.78,9395.59,50.44,49.81,67.97,62.37,55.08,127.96,1577.82,65.56,25.84,80,1693.26,0,55.78,1.22,118.94,66.26,28.77,75,-75.28,good
88_2019_10_29,Yeast - BRN,30/10/2019 1:16,50.0,41.5,116.87,2038.55,63.0,-64.55,120.0,1.15,1.26,54.26,9407.91,46.69,48.05,65.25,61.54,51.2,110.12,2186.12,50.6,35.97,80,2263.29,0,66.8,1.22,119.91,66.36,50.6,74,-70.0,good
88_2019_10_29,Yeast - BRN,30/10/2019 1:56,25.0,41.5,140.26,2038.55,63.0,-76.59,120.0,1.7,1.26,16.4,9215.95,31.82,43.3,51.55,44.55,12.52,109.54,1225.03,9.27,28.2,80,2520.1,0,68.62,1.22,120.23,66.97,93.84,73,-71.39,good
88_2019_10_29,Yeast - BRN,30/10/2019 2:26,25.0,41.5,157.8,2038.55,63.0,-45.0,120.0,14.97,1.26,5.12,9414.4,36.76,44.89,52.02,37.66,3.49,110.31,2763.29,58.51,25.27,80,2756.81,0,7.94,1.22,119.91,78.44,67.13,83,-45.29,good
88_2019_10_29,Yeast - BRN,30/10/2019 2:29,25.0,41.5,159.74,2038.55,63.0,-50.0,120.0,15.67,1.26,5.12,9369.65,36.4,45.5,52.58,37.36,-0.02,110.02,2750.32,58.26,25.17,80,2686.77,0,7.94,1.22,119.91,78.44,67.16,83,-45.29,good
89_2019_10_30,Yeast - FMX,30/10/2019 4:47,50.0,43.0,122.18,3012.56,65.0,-79.95,120.0,58.97,1.26,32.52,10196.5,54.54,51.7,66.32,66.63,39.93,127.3,1750.97,16.7,30.05,80,0.0,0,-2.78,0.67,123.44,78.09,28.94,82,-56.24,high_bad
89_2019_10_30,Yeast - FMX,30/10/2019 5:05,50.0,43.0,107.89,3012.56,53.0,-60.67,120.0,51.14,1.26,55.24,10183.53,48.84,52.46,67.17,66.45,56.17,107.66,2045.4,49.6,27.12,80,2025.94,0,43.43,0.67,119.91,71.04,42.28,75,-65.05,high_bad
89_2019_10_30,Yeast - FMX,30/10/2019 7:14,50.0,43.0,106.18,3012.56,69.0,-59.84,120.0,64.02,1.28,52.46,10202.98,47.3,48.07,64.59,63.48,54.54,107.83,1622.57,45.95,29.88,80,1622.57,0,69.62,0.67,119.91,69.02,81.97,83,-57.98,high_bad
90_2019_10_30,Yeast - FMX,30/10/2019 8:16,50.0,43.0,105.4,3012.56,69.0,-45.65,120.0,67.51,1.28,56.17,10324.9,50.21,48.76,65.56,63.11,57.33,108.02,1718.55,47.81,29.75,80,1840.47,0,68.27,0.67,119.91,77.87,81.27,88,-45.64,good
90_2019_10_30,Yeast - FMX,30/10/2019 8:27,50.0,43.0,105.22,3012.56,69.0,-39.68,120.0,61.66,1.28,58.1,10388.46,50.28,48.79,65.71,63.08,58.17,108.67,1776.26,48.58,29.0,80,3295.72,0,69.78,0.67,119.91,77.58,81.08,90,-41.43,good
90_2019_10_30,Yeast - FMX,30/10/2019 8:44,50.0,43.0,105.0,3012.56,69.0,-39.41,120.0,63.34,1.28,58.1,10420.88,47.23,48.86,65.89,63.04,57.25,108.02,1782.75,48.93,29.07,80,3558.37,0,68.95,0.67,119.91,78.6,81.23,90,-40.01,good
90_2019_10_30,Yeast - FMX,30/10/2019 8:47,50.0,43.0,104.96,3012.56,69.0,-38.89,120.0,63.96,1.28,58.1,10381.97,50.25,48.87,65.89,63.03,57.09,108.2,1808.69,48.93,28.84,80,3570.69,0,69.18,0.67,119.91,78.6,81.26,90,-39.65,good
90_2019_10_30,Yeast - FMX,30/10/2019 9:10,50.0,43.0,104.65,3012.56,69.0,-53.81,120.0,66.82,1.28,57.33,10215.95,50.57,48.95,65.91,62.97,57.79,108.02,2103.11,51.69,29.68,80,3500.65,0,67.45,0.67,119.91,76.84,81.1,86,-51.28,good
90_2019_10_30,Yeast - FMX,30/10/2019 9:17,50.0,43.0,104.56,3012.56,69.0,-52.53,120.0,68.05,1.28,57.87,10196.5,47.52,48.98,65.92,62.95,57.71,109.05,1833.98,49.45,29.95,80,2071.34,0,69.18,0.67,119.91,76.84,81.1,86,-50.6,good
90_2019_10_30,Yeast - FMX,30/10/2019 9:20,50.0,43.0,104.56,3012.56,69.0,-45.65,120.0,68.43,1.28,57.87,10177.04,47.55,48.99,65.92,62.94,57.71,106.79,1795.72,48.42,29.31,80,3019.46,0,70.98,0.67,119.91,76.84,81.12,87,-48.82,good
90_2019_10_30,Yeast - FMX,30/10/2019 9:20,50.0,43.0,104.52,3012.56,69.0,-45.65,120.0,68.21,1.28,57.87,10228.28,50.25,48.99,65.92,62.94,57.71,106.79,1789.23,48.42,29.34,80,3038.91,0,70.98,0.67,119.91,76.84,81.15,87,-48.46,good
90_2019_10_30,Yeast - FMX,30/10/2019 10:40,50.0,43.0,94.58,3012.56,69.0,-36.4,120.0,42.85,1.28,57.25,10427.37,46.62,48.21,65.8,62.73,57.01,100.36,1706.23,47.87,29.17,80,1872.24,0,69.02,0.67,119.91,78.67,81.33,91,-38.26,good
91_2019_10_30,Yeast - FMX,30/10/2019 11:49,50.0,43.0,89.33,3012.56,71.0,-60.3,120.0,51.41,1.28,57.79,10414.4,50.25,47.46,65.3,62.78,57.48,90.3,1891.7,48.39,31.13,80,1968.87,0,70.22,1.21,119.91,77.38,81.16,85,-56.24,good
91_2019_10_30,Yeast - FMX,30/10/2019 13:02,50.0,43.0,88.21,3012.56,71.0,-76.78,120.0,62.7,1.28,55.7,10401.43,50.37,46.59,62.96,62.29,54.24,89.89,2365.76,51.34,31.93,80,2346.3,0,70.45,1.21,119.91,69.47,82.0,71,-77.03,good
91_2019_10_30,Yeast - FMX,30/10/2019 13:42,50.0,43.0,87.6,3012.56,71.0,-80.0,120.0,68.75,1.28,52.84,10427.37,50.28,46.11,61.52,61.91,52.15,89.47,2282.1,49.77,31.06,80,2173.8,0,70.3,1.21,119.58,64.53,82.54,68,-79.85,good
92_2019_10_30,Yeast - FMX,30/10/2019 13:49,50.0,43.0,87.5,3012.56,71.0,-80.0,120.0,69.75,1.28,52.84,10401.43,47.68,45.99,61.52,61.82,51.84,90.84,2327.5,50.06,30.32,80,4487.03,0,70.3,1.21,119.26,64.53,82.63,68,-79.85,good
91_2019_10_30,Yeast - FMX,30/10/2019 14:05,50.0,43.0,87.24,3012.56,71.0,-80.0,120.0,66.86,1.28,51.61,10381.97,50.15,45.83,61.51,61.69,51.37,90.39,1981.19,46.85,30.49,80,1833.98,0,70.0,1.21,119.91,62.45,82.77,69,-79.85,good
92_2019_10_30,Yeast - FMX,30/10/2019 14:38,50.0,43.0,86.73,3012.56,71.0,-80.0,120.0,49.36,1.28,51.3,10376.13,47.23,46.45,61.5,61.38,51.53,89.36,1846.95,46.27,30.15,80,1712.71,0,69.7,1.21,120.23,62.45,82.72,68,-80.2,good
92_2019_10_30,Yeast - FMX,30/10/2019 14:42,50.0,43.0,86.68,3012.56,71.0,-80.0,120.0,49.37,1.28,51.3,10376.13,50.6,46.45,61.5,61.34,51.69,89.72,1846.95,46.27,30.08,80,4263.29,0,69.7,1.21,119.91,62.45,82.73,68,-79.49,good
92_2019_10_30,Yeast - FMX,30/10/2019 15:08,50.0,43.0,86.27,3012.56,71.0,-80.0,120.0,54.18,1.28,51.3,10376.13,50.47,46.52,61.51,61.32,51.84,89.9,1808.69,46.3,29.64,80,4134.89,0,69.4,1.21,120.23,62.45,82.65,68,-79.85,good
92_2019_10_30,Yeast - FMX,30/10/2019 15:19,50.0,43.0,86.12,3012.56,39.0,-65.42,120.0,56.13,1.28,51.3,10407.91,50.18,46.55,61.63,61.33,51.84,89.94,1590.79,49.77,29.0,80,4096.63,0,49.21,1.21,6.78,52.94,82.68,76,-33.34,good
92_2019_10_30,Yeast - FMX,30/10/2019 15:20,50.0,43.0,86.12,3012.56,39.0,-61.12,120.0,56.47,1.28,51.3,10420.88,50.6,46.55,61.63,61.33,51.84,89.94,1673.8,36.31,29.34,80,4263.29,0,49.21,1.21,30.16,64.66,82.7,78,-40.36,good
92_2019_10_30,Yeast - FMX,30/10/2019 15:20,50.0,43.0,86.12,3012.56,39.0,-59.67,120.0,56.47,1.28,51.3,10420.88,50.6,46.55,61.63,61.33,51.84,89.94,1622.57,36.31,29.81,80,4263.29,0,49.21,1.21,30.16,64.66,82.7,78,-40.36,good
92_2019_10_30,Yeast - FMX,30/10/2019 15:21,50.0,43.0,86.12,3012.56,46.0,-57.45,120.0,56.6,1.28,51.3,10407.91,50.37,46.55,61.63,61.33,51.92,89.94,1827.5,41.6,29.71,80,4077.17,0,48.01,1.21,124.38,64.79,82.66,76,-75.64,good
92_2019_10_30,Yeast - FMX,30/10/2019 15:21,50.0,43.0,86.12,3012.56,42.5,-57.45,120.0,56.6,1.28,51.3,10407.91,50.37,46.55,61.63,61.33,51.84,89.94,1827.5,41.6,30.28,80,1007.13,0,48.01,1.21,127.59,64.79,82.66,75,-75.64,good
92_2019_10_30,Yeast - FMX,30/10/2019 15:22,50.0,43.0,86.07,3012.56,46.0,-56.91,120.0,56.58,1.28,51.3,10420.88,49.22,46.56,61.66,61.34,51.99,89.74,1815.18,43.64,30.96,80,4064.85,0,48.91,1.21,120.56,64.79,82.67,74,-73.86,good
92_2019_10_30,Yeast - FMX,30/10/2019 15:31,50.0,43.0,85.92,3012.56,65.0,-55.37,120.0,58.72,1.28,51.3,10407.91,47.62,46.58,61.72,61.34,52.23,90.07,1738.0,46.72,28.8,80,4461.74,0,64.74,1.21,119.91,72.74,82.55,79,-59.77,good
92_2019_10_30,Yeast - FMX,30/10/2019 15:45,50.0,43.0,85.71,3012.56,65.0,-55.64,120.0,60.97,1.28,51.3,10369.65,47.62,46.61,61.84,61.35,52.54,90.07,1750.97,46.72,28.57,80,1718.55,0,64.74,1.21,119.91,72.74,82.49,82,-55.52,good
92_2019_10_30,Yeast - FMX,30/10/2019 15:58,50.0,43.0,85.51,3012.56,65.0,-55.64,120.0,63.07,1.28,52.61,10433.2,50.37,46.61,61.96,61.37,53.08,90.11,1699.74,46.72,28.33,80,4256.81,0,64.74,1.21,119.91,72.74,82.38,84,-53.06,good
93_2019_10_30,Yeast - FMX,30/10/2019 16:38,50.0,43.0,84.9,3012.56,71.0,-58.27,120.0,69.76,1.28,54.46,10381.97,50.57,46.53,62.33,61.4,54.24,90.07,1661.48,45.34,29.21,80,4359.27,0,70.45,1.21,119.91,73.25,82.01,82,-59.05,high_bad
93_2019_10_30,Yeast - FMX,30/10/2019 17:08,50.0,43.0,84.44,3012.56,71.0,-57.81,120.0,65.34,1.28,54.46,10408.32,50.54,46.46,62.63,61.43,55.08,89.81,1642.02,45.41,29.88,80,4372.24,0,71.27,1.21,119.91,73.06,81.82,82,-58.34,high_bad
93_2019_10_30,Yeast - FMX,30/10/2019 17:44,50.0,43.0,83.88,3012.56,71.0,-55.04,120.0,58.86,1.28,55.55,10401.43,50.41,46.4,62.93,61.46,55.78,89.85,1538.91,45.02,29.27,80,1512.97,0,71.27,1.21,120.23,73.06,81.61,85,-51.99,high_bad
93_2019_10_30,Yeast - FMX,30/10/2019 18:17,50.0,43.0,83.37,3012.56,71.0,-48.9,120.0,64.6,1.28,56.86,10401.43,50.6,46.33,63.24,61.5,56.55,90.4,1410.51,44.64,28.94,80,4506.48,0,71.42,1.21,119.91,76.46,81.37,88,-44.96,high_bad
94_2019_10_30,Yeast - FMX,30/10/2019 19:35,50.0,43.0,82.2,3012.56,71.0,-36.37,120.0,50.21,1.28,59.26,10439.69,50.31,46.49,64.75,61.57,59.34,90.07,1289.23,43.64,29.17,80,4487.03,0,70.82,1.23,119.91,79.21,80.73,92,-38.62,high_bad
94_2019_10_30,Yeast - FMX,30/10/2019 19:35,50.0,43.0,82.2,3012.56,71.0,-36.37,120.0,50.21,1.28,59.26,10439.69,50.31,46.49,64.75,61.57,59.34,90.07,1289.23,43.64,29.17,80,4487.03,0,70.82,1.23,119.91,79.21,80.73,92,-38.62,high_bad
93_2019_10_30,Yeast - FMX,30/10/2019 19:37,50.0,43.0,82.14,3012.56,71.0,-36.37,120.0,49.99,1.28,59.26,10407.91,50.25,46.49,64.75,61.57,59.26,90.07,1295.72,43.64,29.21,80,4544.75,0,70.82,1.23,119.91,79.21,80.73,92,-37.9,high_bad
94_2019_10_30,Yeast - FMX,30/10/2019 20:10,50.0,43.0,81.63,3012.56,71.0,-36.37,120.0,56.99,1.28,61.5,10381.97,50.41,46.59,65.46,61.61,61.66,90.4,1193.26,43.1,30.89,80,1186.77,0,77.06,1.23,119.91,79.21,80.13,92,-38.26,high_bad
94_2019_10_30,Yeast - FMX,30/10/2019 20:53,50.0,43.0,80.97,3012.56,71.0,-36.37,120.0,65.21,1.28,61.5,10381.97,50.44,46.72,66.2,61.66,62.43,89.72,1481.19,45.18,29.21,80,4595.98,0,75.93,1.23,119.91,79.21,79.94,91,-37.9,high_bad
94_2019_10_30,Yeast - FMX,30/10/2019 21:33,50.0,43.0,80.36,3012.56,71.0,-36.37,120.0,66.36,1.28,61.5,10388.46,50.34,46.67,65.98,61.71,63.28,89.72,1507.13,45.66,29.14,80,4615.43,0,76.23,1.23,119.91,79.21,79.7,91,-38.26,high_bad
95_2019_10_30,Yeast - FMX,30/10/2019 21:43,50.0,43.0,80.21,3012.56,71.0,-36.37,120.0,60.51,1.28,61.5,10376.13,50.28,46.57,65.91,61.73,63.51,91.01,1507.13,45.66,28.64,80,4602.46,0,76.23,1.23,119.91,79.21,79.68,91,-38.62,good
95_2019_10_30,Yeast - FMX,30/10/2019 21:49,50.0,43.0,80.11,3012.56,71.0,-36.37,120.0,57.76,1.28,61.5,10433.2,50.5,46.55,65.89,61.73,63.59,89.28,1512.97,45.66,29.17,80,1642.02,0,76.23,1.23,119.91,79.21,79.64,91,-38.26,good
95_2019_10_30,Yeast - FMX,30/10/2019 22:13,50.0,43.0,82.32,3012.56,78.0,-53.75,120.0,47.63,1.28,63.74,10388.46,50.15,45.96,64.95,61.72,62.2,80.55,1577.82,45.79,29.95,80,4884.57,0,76.6,1.23,119.91,77.77,79.92,89,-48.82,good
95_2019_10_30,Yeast - FMX,30/10/2019 22:55,50.0,43.0,87.99,3012.56,79.0,-54.31,120.0,57.42,1.32,61.27,10394.94,50.5,46.22,64.68,61.61,62.12,80.55,1558.37,45.31,30.28,80,1545.4,0,79.38,1.23,119.91,76.26,79.99,85,-54.45,good
95_2019_10_30,Yeast - FMX,30/10/2019 23:30,50.0,43.0,93.18,3012.56,79.0,-49.77,120.0,64.56,1.32,61.27,10381.97,50.63,46.64,65.12,61.51,62.36,79.84,1532.43,45.31,29.95,80,1564.85,0,79.38,1.23,120.23,76.17,79.96,87,-49.53,good
96_2019_10_31,Yeast - FMX,30/10/2019 23:35,50.0,43.0,93.65,3012.56,80.0,-49.77,120.0,65.83,1.32,61.27,10376.13,50.6,46.65,65.16,61.5,62.5,80.18,1532.43,45.31,29.11,80,4942.28,0,79.31,1.23,119.91,76.49,79.91,87,-51.63,good
95_2019_10_30,Yeast - FMX,30/10/2019 23:59,50.0,43.0,97.43,3012.56,81.0,-51.43,120.0,70.33,1.32,62.58,10369.65,48.42,46.7,65.19,61.44,62.5,80.37,1564.85,45.31,29.14,80,5005.84,0,80.35,1.23,119.91,76.49,79.91,86,-51.99,good
96_2019_10_31,Yeast - FMX,31/10/2019 0:42,50.0,43.0,103.57,3012.56,81.0,-54.46,120.0,54.07,1.32,62.58,10369.65,50.69,46.79,65.17,61.32,62.43,79.84,1590.79,45.25,29.41,80,4961.09,0,81.26,1.23,119.91,75.11,79.94,85,-54.1,good
96_2019_10_31,Yeast - FMX,31/10/2019 1:28,50.0,43.0,110.18,3012.56,81.0,-51.05,120.0,64.19,1.32,62.58,10414.4,50.54,46.89,65.14,61.2,62.66,79.84,1512.97,44.96,29.04,80,4896.89,0,81.18,1.23,119.91,75.56,79.89,86,-50.6,good
97_2019_10_31,Yeast - FMX,31/10/2019 1:46,50.0,43.0,112.54,3012.56,81.0,-46.99,120.0,68.04,1.32,62.58,10401.43,48.16,46.93,65.12,61.15,62.5,79.84,1487.68,44.96,28.97,80,5005.84,0,81.18,1.23,119.91,75.56,79.92,87,-47.78,high_bad
96_2019_10_31,Yeast - FMX,31/10/2019 2:13,50.0,43.0,116.32,3012.56,81.0,-47.54,120.0,63.97,1.32,62.58,10376.13,50.66,46.99,65.11,61.08,62.66,79.86,1538.91,45.44,27.89,80,4967.57,0,81.18,1.23,119.91,77.29,79.85,88,-47.07,good
96_2019_10_31,Yeast - FMX,31/10/2019 2:18,50.0,43.0,117.26,3012.56,81.0,-47.54,120.0,61.96,1.32,62.58,10381.97,50.47,47.0,65.1,61.07,62.58,80.4,1519.46,45.44,28.13,80,5005.84,0,81.18,1.23,119.91,77.29,79.89,87,-47.78,good
97_2019_10_31,Yeast - FMX,31/10/2019 2:44,50.0,43.0,121.04,3012.56,85.0,-56.44,120.0,59.53,1.32,62.58,10388.46,50.5,47.05,65.09,61.0,62.28,79.78,1551.88,45.5,29.41,80,1519.46,0,80.95,1.23,119.91,77.29,79.96,84,-59.05,high_bad
97_2019_10_31,Yeast - FMX,31/10/2019 3:08,50.0,43.0,124.35,3012.56,85.0,-60.41,120.0,64.75,1.32,62.2,10388.46,50.54,47.1,65.07,60.94,61.82,79.84,1597.28,45.18,29.47,80,4974.06,0,85.46,1.23,119.91,73.64,80.05,82,-60.84,high_bad
97_2019_10_31,Yeast - FMX,31/10/2019 4:13,50.0,43.0,133.32,3012.56,85.0,-55.8,120.0,60.41,1.32,62.2,10376.13,50.54,47.25,65.03,60.76,61.35,79.69,1455.9,43.74,29.75,80,4942.28,0,84.93,1.28,119.91,72.8,80.21,84,-56.56,high_bad
97_2019_10_31,Yeast - FMX,31/10/2019 4:54,50.0,43.0,139.46,3012.56,85.0,-57.23,120.0,40.16,1.32,61.27,10381.74,46.95,47.34,65.0,60.42,61.58,80.19,1603.76,45.79,29.38,80,1603.76,0,84.49,1.28,119.91,75.33,80.14,84,-55.88,high_bad
97_2019_10_31,Yeast - FMX,31/10/2019 5:04,50.0,43.0,140.87,3012.56,85.0,-64.03,120.0,35.63,1.32,61.35,10363.17,46.85,47.35,65.0,60.3,60.96,81.8,1642.02,46.14,30.15,80,5140.73,0,83.8,1.28,119.91,75.33,80.27,82,-61.91,high_bad
97_2019_10_31,Yeast - FMX,31/10/2019 5:07,50.0,43.0,141.35,3012.56,85.0,-65.06,120.0,33.68,1.32,61.35,10388.46,50.31,47.36,64.99,60.24,60.81,80.19,1661.48,45.7,30.55,80,1603.76,0,83.8,1.28,119.91,72.48,80.29,81,-63.3,high_bad
98_2019_10_31,Yeast - BRD,31/10/2019 6:17,25.0,43.0,151.26,3012.56,85.0,-75.5,120.0,1.26,1.32,55.47,9985.08,36.6,42.7,59.33,43.18,55.24,79.85,1923.48,46.4,30.28,80,1859.92,0,84.56,1.28,119.91,65.72,81.51,73,-75.64,good
98_2019_10_31,Yeast - BRD,31/10/2019 7:19,25.0,43.0,159.76,3012.56,85.0,-50.0,2.0,22.61,1.28,20.06,11964.98,39.29,42.15,54.73,36.3,18.98,80.13,4134.89,75.53,25.51,80,7505.84,0,3.44,1.28,118.94,76.26,72.51,82,-47.07,good
98_2019_10_31,Yeast - BRD,31/10/2019 8:03,25.0,43.0,150.48,3012.56,85.0,-50.0,2.0,46.88,1.28,3.45,14016.21,14.84,45.2,54.19,40.81,3.37,134.94,7.78,67.03,23.56,20,7832.04,0,6.74,1.28,1.98,53.68,74.72,71,2.65,good
98_2019_10_31,Yeast - BRD,31/10/2019 8:23,25.0,43.0,157.61,3012.56,85.0,-50.0,2.0,58.29,1.28,2.29,12124.51,17.69,41.46,47.87,20.82,0.9,134.88,3391.7,36.44,18.61,20,4372.24,0,0.0,1.28,1.98,51.05,72.52,76,2.65,good
98_2019_10_31,Yeast - BRD,31/10/2019 8:29,25.0,43.0,159.98,3012.56,85.0,-50.0,2.0,61.91,1.28,-1.8,13554.47,22.6,41.16,46.25,20.78,-2.19,134.84,3717.9,35.38,18.98,20,3743.84,0,0.0,1.28,1.98,51.01,77.9,75,2.65,good
98_2019_10_31,Yeast - BRD,31/10/2019 8:29,25.0,43.0,159.98,3012.56,85.0,-50.0,120.0,61.91,1.28,-1.8,13356.35,22.6,41.28,45.23,22.63,-2.19,135.19,3737.35,34.68,18.65,20,3743.84,0,0.0,1.28,1.98,51.01,77.9,75,2.65,good
98_2019_10_31,Yeast - BRD,31/10/2019 9:09,25.0,40.5,115.53,2296.3,85.0,-45.0,120.0,70.37,1.28,-3.42,9293.13,34.61,46.37,56.41,50.21,-1.74,118.57,2916.99,63.93,24.77,80,1359.27,0,-9.46,1.28,120.23,70.85,43.18,76,-56.91,good
98_2019_10_31,Yeast - BRD,31/10/2019 9:17,25.0,40.5,109.75,2296.3,85.0,-45.0,120.0,65.41,1.28,2.06,9286.64,30.35,53.87,65.55,66.15,3.18,119.75,2007.13,49.06,24.77,80,2250.32,0,-10.4,1.28,119.91,77.13,28.26,81,-47.78,good
98_2019_10_31,Yeast - BRD,31/10/2019 9:20,25.0,40.5,106.85,2525.93,85.0,-45.0,120.0,64.07,1.28,6.24,9286.64,28.65,55.67,66.14,66.5,10.95,120.29,1423.48,48.58,24.77,80,1551.88,0,-9.6,1.28,120.23,77.13,27.44,81,-46.71,good
98_2019_10_31,Yeast - BRD,31/10/2019 9:27,50.0,40.5,100.97,2525.93,63.0,-36.82,120.0,59.24,1.28,25.07,9280.16,48.51,59.18,66.27,66.44,28.79,97.46,1289.23,40.41,24.73,80,962.39,0,-4.31,0.89,119.91,77.13,13.65,82,-46.0,good
98_2019_10_31,Yeast - BRD,31/10/2019 9:28,50.0,40.5,100.97,2525.93,63.0,-79.99,120.0,58.56,1.28,25.07,9305.45,46.88,59.18,66.27,66.44,30.37,97.46,1577.82,13.11,28.91,80,872.89,0,-4.31,0.89,119.91,76.74,12.56,83,-55.17,good
98_2019_10_31,Yeast - BRD,31/10/2019 11:15,50.0,40.5,106.25,2525.93,61.0,-71.83,125.0,69.14,1.28,44.63,9376.13,47.65,51.54,62.26,62.95,44.48,109.8,1597.28,48.71,29.41,80,1840.47,0,61.87,0.89,125.03,63.28,84.25,72,-73.5,good
98_2019_10_31,Yeast - BRD,31/10/2019 11:15,50.0,40.5,106.25,2525.93,61.0,-70.92,125.0,69.32,1.28,44.63,9376.13,47.65,51.54,62.26,62.95,44.48,109.8,1597.28,48.71,29.41,80,1840.47,0,61.87,0.89,125.03,63.28,84.25,72,-73.5,good
98_2019_10_31,Yeast - BRD,31/10/2019 11:16,50.0,40.5,105.96,2525.93,63.0,-71.82,125.0,69.31,1.28,44.63,9407.91,47.65,51.48,62.28,62.93,45.0,110.09,1545.4,43.71,30.22,80,1295.72,0,61.29,0.89,125.36,64.98,84.25,72,-73.86,good
98_2019_10_31,Yeast - BRD,31/10/2019 11:22,50.0,40.5,105.39,2525.93,62.0,-79.89,125.0,70.19,1.28,44.63,9414.4,50.57,51.42,62.3,62.91,45.3,109.8,1519.46,42.4,32.91,80,1064.85,0,59.55,0.89,124.38,64.53,84.01,72,-77.03,good
98_2019_10_31,Yeast - BRD,31/10/2019 12:24,50.0,40.5,100.19,2525.93,59.0,-78.73,125.0,56.21,1.28,50.01,9414.4,46.95,50.15,62.72,62.55,51.13,109.8,1597.28,45.7,31.73,80,2577.82,0,61.23,0.89,125.03,60.24,82.45,68,-79.49,good
98_2019_10_31,Yeast - BRD,31/10/2019 12:41,50.0,40.5,98.74,2525.93,56.0,-78.45,125.0,58.94,1.28,50.38,9376.13,48.06,50.01,62.64,62.46,48.74,99.21,1603.76,46.62,31.09,80,3699.09,0,58.83,0.89,125.03,60.24,82.91,67,-80.2,good
99_2019_10_31,Yeast - BRD,31/10/2019 13:36,50.0,40.5,95.76,2525.93,63.0,-71.89,120.0,69.24,1.28,48.81,9485.08,50.47,49.93,62.21,62.14,45.3,95.0,1929.96,49.09,37.96,80,4109.6,0,61.01,0.89,119.91,68.25,83.89,74,-73.18,high_bad
99_2019_10_31,Yeast - BRD,31/10/2019 13:38,50.0,40.5,95.95,2525.93,63.0,-79.81,120.0,68.93,1.28,48.81,9485.1,50.44,49.93,62.18,62.12,45.07,95.0,1942.93,46.5,40.55,80,4064.85,0,61.01,0.89,119.91,68.25,83.96,74,-74.93,high_bad
99_2019_10_31,Yeast - BRD,31/10/2019 14:11,50.0,40.5,97.82,2525.93,63.0,-80.0,120.0,52.53,1.28,44.63,9478.6,48.48,49.44,61.96,61.95,44.63,94.64,1923.48,46.66,40.92,80,1661.48,0,62.45,0.89,119.58,65.37,84.16,69,-79.85,high_bad
