VYP batch,Part,Set Time,FFTE Feed solids SP,FFTE Production solids SP,FFTE Steam pressure SP,TFE Out flow SP,TFE Production solids SP,TFE Vacuum pressure SP,TFE Steam pressure SP,Extract tank Level,FFTE Discharge density,FFTE Discharge solids,FFTE Feed flow rate PV,FFTE Feed solids PV,FFTE Heat temperature 1,FFTE Heat temperature 2,FFTE Heat temperature 3,FFTE Production solids PV,FFTE Steam pressure PV,TFE Input flow PV,TFE Level,TFE Motor current,TFE Motor speed,TFE Out flow PV,TFE Product out temperature,TFE Production solids PV,TFE Production solids density,TFE Steam pressure PV,TFE Steam temperature,TFE Tank level,TFE Temperature,TFE Vacuum pressure PV,quality_label
89_2020_03_26,Yeast - FMX,26/03/2020 2:42,50.0,43.0,85.0,2846.51,73.0,-54.34,120.0,31.69,1.05,48.37,10190.01,49.03,57.52,66.14,63.73,48.61,84.76,1603.76,45.76,30.59,80,4327.5,0,71.74,1.26,119.91,76.23,80.81,89,-50.92,high_bad
89_2020_03_26,Yeast - FMX,26/03/2020 2:50,50.0,43.0,85.0,2846.51,73.0,-44.48,120.0,32.95,1.05,48.37,10190.01,48.77,58.19,66.94,63.73,48.3,83.73,1538.91,45.6,29.17,80,4404.02,0,74.22,1.26,119.91,77.0,80.87,89,-46.71,high_bad
89_2020_03_26,Yeast - FMX,26/03/2020 2:54,50.0,43.0,85.0,2846.51,73.0,-41.31,120.0,33.03,1.05,48.37,10177.04,49.06,58.19,66.94,63.73,48.07,85.12,1538.91,45.6,29.34,80,1622.57,0,74.53,1.26,119.91,77.0,80.91,89,-44.96,high_bad
89_2020_03_26,Yeast - FMX,26/03/2020 2:58,50.0,43.0,85.0,2846.51,73.0,-41.06,120.0,33.79,1.05,48.37,10196.5,49.19,58.19,66.94,63.73,47.99,86.19,1461.74,45.6,28.67,80,1629.05,0,74.53,1.26,119.91,78.57,80.92,90,-42.15,high_bad
89_2020_03_26,Yeast - FMX,26/03/2020 3:08,50.0,43.0,85.0,2846.51,73.0,-45.7,120.0,34.86,1.05,48.37,10190.01,49.48,58.19,66.94,63.73,48.3,84.44,1500.65,45.28,29.17,80,4397.54,0,72.41,1.26,119.91,78.57,80.93,90,-45.29,high_bad
89_2020_03_26,Yeast - FMX,26/03/2020 3:14,50.0,43.0,85.0,2846.51,73.0,-45.19,120.0,36.19,1.05,48.37,10202.98,49.06,58.19,66.94,63.73,48.53,75.24,1481.19,45.02,28.53,80,4397.54,0,72.72,1.26,119.91,78.57,80.84,90,-45.64,high_bad
90_2020_03_26,Yeast - FMX,26/03/2020 3:20,50.0,43.0,85.0,2846.51,73.0,-43.14,120.0,36.73,1.05,47.91,10164.72,49.99,57.1,65.85,63.73,47.91,75.24,1487.68,45.02,28.37,80,1558.37,0,72.72,1.26,119.91,77.96,80.87,90,-43.54,high_bad
90_2020_03_26,Yeast - FMX,26/03/2020 3:26,50.0,43.0,85.0,2846.51,73.0,-43.93,120.0,37.58,1.05,47.91,10177.04,49.77,57.1,65.85,63.73,46.99,74.88,1512.97,45.02,29.07,80,1603.76,0,73.39,1.26,119.91,77.96,81.11,90,-43.89,high_bad
90_2020_03_26,Yeast - FMX,26/03/2020 3:42,50.0,43.0,85.0,2846.51,73.0,-54.29,120.0,40.33,1.05,46.6,10164.72,49.03,56.94,64.92,63.73,46.68,75.59,1616.08,45.25,29.07,80,4884.57,0,71.81,1.26,119.91,78.22,81.33,88,-51.63,high_bad
90_2020_03_26,Yeast - FMX,26/03/2020 3:46,50.0,43.0,85.0,2846.51,73.0,-55.31,120.0,40.73,1.05,46.6,10190.01,49.09,56.94,64.92,63.73,46.83,74.88,1642.02,45.25,29.31,80,1648.51,0,71.81,1.26,119.91,75.08,81.28,86,-53.74,high_bad
90_2020_03_26,Yeast - FMX,26/03/2020 4:02,50.0,43.0,85.0,2846.51,73.0,-53.52,120.0,43.32,1.05,46.6,10190.01,50.76,56.94,64.92,63.73,46.76,74.88,1635.54,45.25,28.94,80,4922.83,0,73.17,1.26,119.91,75.08,81.24,86,-53.74,high_bad
90_2020_03_26,Yeast - FMX,26/03/2020 4:09,50.0,43.0,85.0,2846.51,73.0,-53.24,120.0,44.24,1.05,46.6,10209.47,50.57,56.94,64.92,63.73,46.52,74.88,1551.88,45.02,29.11,80,4954.6,0,73.47,1.26,119.91,75.08,81.31,86,-53.06,high_bad
90_2020_03_26,Yeast - FMX,26/03/2020 4:15,50.0,43.0,85.0,2846.51,73.0,-50.18,120.0,45.09,1.05,46.6,10222.44,49.64,56.94,64.92,63.73,46.52,74.88,1558.37,45.02,28.67,80,1590.79,0,73.47,1.26,120.23,75.08,81.36,86,-51.63,high_bad
90_2020_03_26,Yeast - FMX,26/03/2020 4:21,50.0,43.0,65.0,2846.51,73.0,-50.79,120.0,42.71,1.05,46.6,10209.47,49.45,56.94,64.92,63.73,46.6,72.78,1525.94,45.31,29.04,80,4903.37,0,73.47,1.26,119.91,75.98,81.32,87,-50.6,high_bad
90_2020_03_26,Yeast - FMX,26/03/2020 4:21,50.0,43.0,65.0,2846.51,69.0,-50.79,120.0,42.71,1.05,46.6,10209.47,49.45,56.94,64.92,63.73,46.68,72.78,1532.43,45.31,29.04,80,4903.37,0,73.47,1.26,119.91,75.98,81.32,87,-50.6,high_bad
90_2020_03_26,Yeast - FMX,26/03/2020 4:21,50.0,43.0,65.0,2846.51,73.0,-49.07,120.0,42.71,1.05,46.6,10209.47,49.45,56.94,64.92,63.73,46.68,72.78,1532.43,45.31,29.04,80,4903.37,0,73.47,1.26,119.91,75.98,81.32,87,-50.6,high_bad
90_2020_03_26,Yeast - FMX,26/03/2020 4:21,50.0,43.0,65.0,2846.51,73.0,-50.18,120.0,42.96,1.05,46.6,10202.98,49.45,56.94,64.92,63.73,46.6,74.88,1538.91,45.31,29.21,80,1558.37,0,73.47,1.26,119.91,75.98,81.32,87,-50.92,high_bad
90_2020_03_26,Yeast - FMX,26/03/2020 4:22,50.0,43.0,65.0,2846.51,69.0,-48.55,120.0,42.41,1.05,46.6,10247.73,50.86,56.94,64.92,63.73,46.6,70.31,1525.94,45.31,28.57,80,4878.08,0,73.47,1.26,119.91,75.98,81.32,87,-50.92,high_bad
90_2020_03_26,Yeast - FMX,26/03/2020 4:22,50.0,43.0,65.0,2846.51,72.0,-48.55,120.0,42.41,1.05,46.6,10247.73,50.86,56.94,64.92,63.73,46.6,70.31,1525.94,45.31,28.57,80,4884.57,0,73.47,1.26,119.91,75.98,81.32,87,-50.92,high_bad
90_2020_03_26,Yeast - FMX,26/03/2020 4:22,50.0,43.0,65.0,2846.51,69.0,-49.84,120.0,42.41,1.05,46.6,10247.73,50.86,56.94,64.92,63.73,46.6,70.31,1525.94,45.31,28.57,80,4884.57,0,73.47,1.26,119.91,75.98,81.32,87,-50.92,high_bad
90_2020_03_26,Yeast - FMX,26/03/2020 4:27,50.0,43.0,65.0,2846.51,72.0,-47.77,120.0,40.26,1.05,46.6,10151.75,50.02,56.46,64.37,63.73,46.29,65.36,1519.46,45.09,28.64,80,1571.34,0,73.47,1.26,119.91,75.98,81.32,87,-49.17,high_bad
90_2020_03_26,Yeast - FMX,26/03/2020 4:33,50.0,43.0,65.0,2846.51,72.0,-48.8,120.0,39.65,1.05,46.06,10209.47,49.25,56.46,64.37,63.73,45.44,65.0,1571.34,45.09,28.74,80,5300.91,0,71.97,1.26,119.91,75.98,81.54,88,-48.46,high_bad
90_2020_03_26,Yeast - FMX,26/03/2020 4:43,50.0,43.0,69.0,2846.51,72.0,-48.8,120.0,42.0,1.05,44.75,10196.5,49.19,56.46,64.37,63.73,44.67,65.0,1610.25,45.76,28.27,80,1597.28,0,71.07,1.26,119.91,76.58,81.79,86,-53.06,high_bad
90_2020_03_26,Yeast - FMX,26/03/2020 4:44,50.0,43.0,68.0,2846.51,72.0,-48.8,120.0,41.98,1.05,44.75,10177.04,49.19,56.46,64.37,63.73,44.75,66.78,1597.28,45.76,28.67,80,5396.89,0,71.07,1.26,119.91,76.58,81.79,86,-53.42,high_bad
90_2020_03_26,Yeast - FMX,26/03/2020 4:47,50.0,43.0,68.0,2846.51,72.0,-56.84,120.0,42.96,1.05,44.75,10202.98,49.19,55.89,63.44,63.73,44.67,67.82,1629.05,45.76,28.67,80,5396.89,0,71.07,1.26,119.91,76.58,81.79,86,-55.52,high_bad
90_2020_03_26,Yeast - FMX,26/03/2020 4:55,50.0,43.0,68.0,2846.51,72.0,-58.37,120.0,44.73,1.05,44.75,10228.28,50.6,55.89,63.44,63.73,45.06,67.82,1667.32,45.76,28.84,80,5236.71,0,71.07,1.26,119.91,73.96,81.76,84,-57.27,high_bad
90_2020_03_26,Yeast - FMX,26/03/2020 5:04,50.0,43.0,68.0,2846.51,72.0,-56.56,120.0,46.55,1.05,44.75,10196.5,50.69,55.89,63.44,63.73,45.21,67.82,1642.02,45.76,29.07,80,1616.08,0,71.07,1.26,119.91,73.96,81.67,84,-56.91,high_bad
90_2020_03_26,Yeast - FMX,26/03/2020 5:09,50.0,43.0,68.0,2846.51,72.0,-54.48,120.0,47.13,1.05,44.75,10171.21,49.67,55.89,63.44,63.73,45.14,68.17,1629.05,45.76,28.8,80,1635.54,0,71.07,1.26,119.91,73.96,81.69,84,-55.52,high_bad
90_2020_03_26,Yeast - FMX,26/03/2020 5:21,50.0,43.0,68.0,2846.51,72.0,-55.78,120.0,49.85,1.05,44.98,10215.95,50.95,55.89,63.44,63.73,44.82,68.53,1648.51,45.76,28.7,80,1629.05,0,72.34,1.26,119.91,74.6,81.77,85,-55.52,high_bad
90_2020_03_26,Yeast - FMX,26/03/2020 5:43,50.0,43.0,68.0,2846.51,72.0,-60.17,120.0,54.22,1.05,44.98,10171.21,49.19,56.72,63.44,62.84,44.82,67.82,1718.55,46.24,28.37,80,5159.53,0,71.59,1.26,119.91,74.6,81.78,83,-59.77,high_bad
93_2020_03_26,Yeast - FMX,26/03/2020 11:55,50.0,43.0,120.0,2846.51,70.0,-36.39,120.0,67.49,1.3,51.09,10202.98,49.06,58.93,68.89,61.27,51.55,119.64,1538.91,47.62,28.27,80,1686.77,0,72.79,1.28,119.91,79.5,80.06,92,-37.19,high_bad
93_2020_03_26,Yeast - FMX,26/03/2020 11:55,50.0,43.0,120.0,2846.51,70.0,-36.39,120.0,67.49,1.3,51.09,10202.98,49.06,58.93,68.89,61.27,51.55,119.64,1538.91,47.62,28.27,80,1686.77,0,72.79,1.28,119.91,79.5,80.06,92,-37.19,high_bad
93_2020_03_26,Yeast - FMX,26/03/2020 11:55,50.0,43.0,120.0,2846.51,70.0,-36.39,120.0,67.49,1.3,51.09,10202.98,49.06,58.93,68.89,61.27,51.55,119.64,1538.91,47.62,28.27,80,1686.77,0,72.79,1.28,119.91,79.5,80.06,92,-37.19,high_bad
93_2020_03_26,Yeast - FMX,26/03/2020 11:55,50.0,43.0,120.0,2846.51,70.0,-36.39,120.0,67.49,1.3,51.09,10202.98,49.06,58.93,68.89,61.27,51.55,119.64,1538.91,47.62,28.27,80,1686.77,0,72.79,1.28,119.91,79.5,80.06,92,-37.19,high_bad
93_2020_03_26,Yeast - FMX,26/03/2020 11:55,50.0,43.0,120.0,2846.51,70.0,-36.39,120.0,67.49,1.3,51.09,10202.98,49.06,58.93,68.89,61.27,51.55,119.64,1538.91,47.62,28.27,80,1686.77,0,72.79,1.28,119.91,79.5,80.06,92,-37.19,high_bad
93_2020_03_26,Yeast - FMX,26/03/2020 11:55,50.0,43.0,120.0,2846.51,70.0,-36.39,120.0,67.49,1.3,51.09,10202.98,49.06,58.93,68.89,61.27,51.55,119.64,1538.91,47.62,28.27,80,1686.77,0,72.79,1.28,119.91,79.5,80.06,92,-37.19,high_bad
93_2020_03_26,Yeast - FMX,26/03/2020 11:55,50.0,43.0,120.0,2846.51,70.0,-36.39,120.0,67.49,1.3,51.09,10202.98,49.06,58.93,68.89,61.27,51.55,119.64,1538.91,47.62,28.27,80,1686.77,0,72.79,1.28,119.91,79.5,80.06,92,-37.19,high_bad
96_2020_03_26,Yeast - FMX,26/03/2020 19:11,50.0,43.0,128.0,2846.51,79.0,-54.72,120.0,49.2,1.34,52.17,10279.51,50.73,57.65,67.93,62.32,54.64,128.13,1929.96,49.22,28.47,80,2718.55,0,79.02,1.29,119.91,74.21,79.26,84,-54.81,high_bad
96_2020_03_26,Yeast - FMX,26/03/2020 19:11,50.0,43.0,128.0,2846.51,79.0,-54.72,120.0,49.2,1.34,52.17,10279.51,50.73,57.65,67.93,62.32,54.64,128.13,1929.96,49.22,28.47,80,2718.55,0,79.02,1.29,119.91,74.21,79.26,84,-54.81,high_bad
96_2020_03_26,Yeast - FMX,26/03/2020 19:11,50.0,43.0,128.0,2846.51,79.0,-54.72,120.0,49.2,1.34,52.17,10279.51,50.73,57.65,67.93,62.32,54.64,128.13,1929.96,49.22,28.47,80,2718.55,0,79.02,1.29,119.91,74.21,79.26,84,-54.81,high_bad
96_2020_03_26,Yeast - FMX,26/03/2020 19:11,50.0,43.0,128.0,2846.51,79.0,-54.72,120.0,49.2,1.34,52.17,10279.51,50.73,57.65,67.93,62.32,54.64,128.13,1929.96,49.22,28.47,80,2718.55,0,79.02,1.29,119.91,74.21,79.26,84,-54.81,high_bad
96_2020_03_26,Yeast - FMX,26/03/2020 19:11,50.0,43.0,128.0,2846.51,79.0,-54.72,120.0,49.2,1.34,52.17,10279.51,50.73,57.65,67.93,62.32,54.64,128.13,1929.96,49.22,28.47,80,2718.55,0,79.02,1.29,119.91,74.21,79.26,84,-54.81,high_bad
96_2020_03_26,Yeast - FMX,26/03/2020 19:11,50.0,43.0,128.0,2846.51,79.0,-54.72,120.0,49.2,1.34,52.17,10279.51,50.73,57.65,67.93,62.32,54.64,128.13,1929.96,49.22,28.47,80,2718.55,0,79.02,1.29,119.91,74.21,79.26,84,-54.81,high_bad
96_2020_03_26,Yeast - FMX,26/03/2020 19:11,50.0,43.0,128.0,2846.51,79.0,-54.72,120.0,49.2,1.34,52.17,10279.51,50.73,57.65,67.93,62.32,54.64,128.13,1929.96,49.22,28.47,80,2718.55,0,79.02,1.29,119.91,74.21,79.26,84,-54.81,high_bad
96_2020_03_26,Yeast - FMX,26/03/2020 20:23,50.0,43.0,128.0,2846.51,79.0,-63.18,120.0,52.95,1.34,53.56,10285.99,49.19,57.58,69.54,62.32,53.48,128.13,2230.87,51.11,28.91,80,2385.21,0,78.8,1.29,119.91,72.07,79.54,81,-62.23,high_bad
96_2020_03_26,Yeast - FMX,26/03/2020 20:33,50.0,43.0,128.0,2846.51,79.0,-65.75,120.0,53.46,1.34,53.56,10311.93,50.76,57.58,69.54,62.32,53.48,127.78,2225.03,51.65,29.07,80,2339.82,0,78.8,1.29,119.91,72.07,79.57,80,-65.05,high_bad
96_2020_03_26,Yeast - FMX,26/03/2020 20:48,50.0,43.0,128.0,2846.51,79.0,-65.24,120.0,50.08,1.34,53.56,10318.42,50.73,57.58,69.54,62.32,53.1,128.13,2205.58,51.21,28.97,80,2327.5,0,79.1,1.29,119.91,70.5,79.64,79,-65.4,high_bad
96_2020_03_26,Yeast - FMX,26/03/2020 21:05,50.0,43.0,128.0,2846.51,79.0,-67.01,120.0,40.32,1.34,53.56,10298.96,50.02,57.58,69.54,62.32,53.02,127.78,2205.58,50.82,29.0,80,2641.37,0,79.1,1.29,119.91,70.5,77.55,78,-66.83,high_bad
96_2020_03_26,Yeast - FMX,26/03/2020 21:36,50.0,43.0,128.0,2846.51,79.0,-66.97,120.0,19.91,1.34,53.56,10311.93,50.82,57.58,68.19,62.16,52.63,128.13,2154.34,50.54,28.74,80,2243.84,0,79.1,1.29,119.91,69.44,73.11,78,-66.83,high_bad
96_2020_03_26,Yeast - FMX,26/03/2020 21:51,50.0,43.0,128.0,2846.51,79.0,-67.25,120.0,7.87,1.33,53.56,10305.45,49.99,58.0,68.19,62.16,52.17,127.42,1712.71,47.75,29.11,80,2603.11,0,79.33,1.29,120.23,69.44,70.17,78,-67.19,high_bad
96_2020_03_26,Yeast - FMX,26/03/2020 21:54,50.0,43.0,128.0,2846.51,79.0,-63.79,120.0,1.41,1.33,53.56,10279.51,50.21,58.0,68.19,62.16,52.01,128.13,1725.03,45.66,29.24,80,2789.23,0,79.33,1.29,119.91,69.5,74.24,79,-65.76,high_bad
96_2020_03_26,Yeast - FMX,26/03/2020 21:55,25.0,43.0,128.0,2846.51,79.0,-63.79,120.0,0.98,1.33,52.01,10305.45,50.21,58.0,68.19,62.16,51.94,127.78,1712.71,45.66,29.04,80,2667.32,0,79.33,1.29,120.23,69.5,75.48,79,-64.72,high_bad
96_2020_03_26,Yeast - FMX,26/03/2020 22:00,25.0,43.0,128.0,2846.51,79.0,-54.84,120.0,1.34,1.33,52.01,9959.79,24.2,54.38,65.21,37.53,52.32,128.49,1699.74,45.66,28.3,80,3090.14,0,81.42,1.29,120.23,69.5,79.86,81,-59.05,high_bad
96_2020_03_26,Yeast - FMX,26/03/2020 22:04,25.0,43.0,128.0,2846.51,79.0,-52.5,120.0,1.5,1.33,52.25,9991.57,25.74,54.38,65.21,40.44,51.09,127.78,1693.26,46.85,27.86,80,1769.78,0,81.42,1.29,120.23,73.73,79.94,82,-55.88,high_bad
96_2020_03_26,Yeast - FMX,26/03/2020 22:09,25.0,43.0,128.0,2846.51,79.0,-53.51,120.0,1.61,1.33,49.54,10011.02,25.64,52.58,62.84,41.72,47.61,127.78,1718.55,46.85,27.56,80,3634.89,0,78.13,1.29,119.91,74.53,80.6,84,-54.45,high_bad
96_2020_03_26,Yeast - FMX,26/03/2020 22:11,25.0,43.0,128.0,2846.51,79.0,-54.81,120.0,1.61,1.33,49.54,9972.11,25.83,52.58,62.84,41.72,45.44,127.78,1410.51,45.25,27.39,80,3378.73,0,78.13,1.29,119.91,74.53,81.02,84,-55.17,high_bad
96_2020_03_26,Yeast - FMX,26/03/2020 22:17,25.0,43.0,128.0,2846.51,79.0,-55.83,120.0,1.35,1.33,43.28,9985.08,25.67,52.58,62.84,42.23,39.41,128.49,1590.79,45.28,26.89,80,1558.37,0,78.73,1.29,119.91,74.53,82.61,84,-55.52,high_bad
96_2020_03_26,Yeast - FMX,26/03/2020 22:20,25.0,43.0,128.0,2846.51,79.0,-58.97,120.0,1.17,1.33,43.28,9998.05,25.8,52.58,61.04,42.43,37.86,127.78,1532.43,46.21,26.58,80,1667.32,0,76.62,1.29,119.91,74.53,83.15,83,-56.56,high_bad
96_2020_03_26,Yeast - FMX,26/03/2020 22:24,25.0,43.0,128.0,2846.51,79.0,-69.95,120.0,1.37,1.33,37.4,10017.51,25.77,52.58,61.04,43.45,34.93,128.13,1372.24,42.71,26.55,80,1167.32,0,75.42,1.29,119.91,73.76,84.02,81,-64.37,high_bad
96_2020_03_26,Yeast - FMX,26/03/2020 22:27,25.0,43.0,128.0,2846.51,79.0,-73.91,120.0,1.52,1.33,37.4,9978.6,25.93,52.58,61.04,43.45,33.39,128.49,2295.07,49.7,26.92,80,2154.34,0,76.62,1.29,119.58,73.76,84.49,80,-68.22,high_bad
96_2020_03_26,Yeast - FMX,26/03/2020 22:29,25.0,43.0,128.0,2846.51,79.0,-80.0,85.0,1.34,1.33,37.4,10023.35,25.77,52.58,61.04,42.59,32.61,127.06,2225.03,50.66,26.92,80,2154.34,0,76.62,1.29,119.58,73.76,84.72,77,-71.04,high_bad
96_2020_03_26,Yeast - FMX,26/03/2020 22:29,25.0,43.0,128.0,2846.51,79.0,-80.0,120.0,1.46,1.33,37.4,10023.35,25.77,52.58,61.04,42.59,32.69,127.06,2225.03,50.66,26.92,80,2154.34,0,76.62,1.29,119.58,73.76,84.75,77,-71.75,high_bad
96_2020_03_26,Yeast - FMX,26/03/2020 22:29,25.0,43.0,128.0,2846.51,79.0,-45.0,120.0,1.34,1.33,37.4,10023.35,25.77,52.58,61.04,42.59,32.61,127.06,2225.03,50.66,26.92,80,2154.34,0,76.62,1.29,119.58,73.76,84.72,77,-71.04,high_bad
99_2020_03_27,Yeast - BRD,27/03/2020 4:43,50.0,42.0,104.0,2214.29,72.0,-65.77,120.0,20.51,1.33,48.29,9190.66,49.25,62.16,63.25,62.77,48.29,103.81,1494.16,43.8,29.27,80,1372.24,0,71.3,0.91,119.91,69.95,83.14,80,-65.05,high_bad
99_2020_03_27,Yeast - BRD,27/03/2020 4:43,50.0,42.0,104.0,2214.29,72.0,-65.77,120.0,20.51,1.33,48.29,9190.66,49.25,62.16,63.25,62.77,48.29,103.81,1494.16,43.8,29.27,80,1372.24,0,71.3,0.91,119.91,69.95,83.14,80,-65.05,high_bad
99_2020_03_27,Yeast - BRD,27/03/2020 4:43,50.0,42.0,104.0,2214.29,72.0,-65.77,120.0,20.51,1.33,48.29,9190.66,49.25,62.16,63.25,62.77,48.29,103.81,1494.16,43.8,29.27,80,1372.24,0,71.3,0.91,119.91,69.95,83.14,80,-65.05,high_bad
99_2020_03_27,Yeast - BRD,27/03/2020 4:43,50.0,42.0,104.0,2214.29,72.0,-65.77,120.0,20.51,1.33,48.29,9190.66,49.25,62.16,63.25,62.77,48.29,103.81,1494.16,43.8,29.27,80,1372.24,0,71.3,0.91,119.91,69.95,83.14,80,-65.05,high_bad
99_2020_03_27,Yeast - BRD,27/03/2020 4:43,50.0,42.0,104.0,2214.29,72.0,-65.77,120.0,20.51,1.33,48.29,9190.66,49.25,62.16,63.25,62.77,48.29,103.81,1494.16,43.8,29.27,80,1372.24,0,71.3,0.91,119.91,69.95,83.14,80,-65.05,high_bad
99_2020_03_27,Yeast - BRD,27/03/2020 4:43,50.0,42.0,104.0,2214.29,72.0,-65.77,120.0,20.51,1.33,48.29,9190.66,49.25,62.16,63.25,62.77,48.29,103.81,1494.16,43.8,29.27,80,1372.24,0,71.3,0.91,119.91,69.95,83.14,80,-65.05,high_bad
99_2020_03_27,Yeast - BRD,27/03/2020 4:43,50.0,42.0,104.0,2214.29,72.0,-65.77,120.0,20.51,1.33,48.29,9190.66,49.25,62.16,63.25,62.77,48.29,103.81,1494.16,43.8,29.27,80,1372.24,0,71.3,0.91,119.91,69.95,83.14,80,-65.05,high_bad
99_2020_03_27,Yeast - BRD,27/03/2020 5:19,50.0,42.0,104.0,2214.29,72.0,-66.22,120.0,22.02,1.33,48.29,9241.89,50.37,62.16,63.25,62.77,47.83,103.81,1590.79,44.38,28.64,80,2635.54,0,71.81,0.91,119.91,69.08,83.28,80,-66.12,high_bad
99_2020_03_27,Yeast - BRD,27/03/2020 5:26,50.0,42.0,104.0,2214.29,72.0,-71.39,120.0,21.97,1.33,48.29,9202.98,49.03,62.16,63.25,62.77,47.69,104.16,1564.85,43.58,28.7,80,2968.22,0,70.87,0.91,119.91,69.34,83.33,79,-69.29,high_bad
99_2020_03_27,Yeast - BRD,27/03/2020 5:33,50.0,42.0,104.0,2214.29,72.0,-70.64,120.0,22.13,1.27,48.29,9228.92,50.82,62.16,63.25,62.77,47.61,104.16,1584.31,43.61,29.47,80,1398.18,0,70.87,0.91,119.91,67.52,83.36,78,-70.36,high_bad
99_2020_03_27,Yeast - BRD,27/03/2020 5:34,50.0,42.0,110.0,2214.29,72.0,-70.64,120.0,22.12,1.27,48.29,9222.44,50.95,62.16,63.25,62.77,47.54,104.16,1622.57,43.61,29.21,80,1410.51,0,72.6,0.91,119.91,67.52,83.37,78,-70.0,high_bad
99_2020_03_27,Yeast - BRD,27/03/2020 5:36,50.0,42.0,110.0,2214.29,72.0,-69.37,120.0,22.77,1.27,48.29,9241.89,50.69,62.16,63.25,62.77,47.61,110.12,1648.51,44.38,28.94,80,1481.19,0,72.6,0.91,119.91,67.52,83.39,78,-70.0,high_bad
99_2020_03_27,Yeast - BRD,27/03/2020 5:48,50.0,42.0,110.0,2214.29,72.0,-72.44,120.0,22.28,1.27,47.98,9177.69,49.35,62.16,63.25,62.77,48.51,110.48,1635.54,44.09,29.21,80,2571.34,0,71.45,0.91,119.91,67.16,83.18,77,-71.75,high_bad
99_2020_03_27,Yeast - BRD,27/03/2020 5:57,50.0,42.0,110.0,2214.29,72.0,-71.41,120.0,22.34,1.27,47.98,9177.69,48.84,62.16,63.25,62.77,48.51,110.12,1616.08,44.09,28.91,80,2526.59,0,71.45,0.91,119.91,66.36,83.08,77,-71.04,high_bad
99_2020_03_27,Yeast - BRD,27/03/2020 6:05,50.0,42.0,110.0,2214.29,72.0,-68.58,120.0,23.11,1.27,47.98,9171.21,50.6,62.16,63.25,62.77,48.59,110.12,1629.05,43.84,28.84,80,3121.92,0,72.31,0.91,120.23,66.36,83.09,78,-69.65,high_bad
99_2020_03_27,Yeast - BRD,27/03/2020 6:12,50.0,42.0,110.0,2214.29,72.0,-69.6,120.0,22.78,1.27,48.44,9222.44,50.69,62.16,63.25,62.77,48.29,110.48,1629.05,44.41,28.33,80,3006.49,0,71.45,0.91,119.91,67.58,83.16,78,-68.93,high_bad
99_2020_03_27,Yeast - BRD,27/03/2020 6:20,50.0,42.0,110.0,2214.29,72.0,-72.17,120.0,23.26,1.27,48.44,9164.72,49.93,62.16,63.25,62.77,47.83,110.48,1603.76,43.93,28.67,80,1410.51,0,71.45,0.91,119.91,67.58,83.25,78,-71.39,high_bad
99_2020_03_27,Yeast - BRD,27/03/2020 6:35,50.0,42.0,110.0,2214.29,72.0,-71.18,120.0,23.44,1.27,48.44,9164.72,50.18,62.16,63.25,62.77,47.31,110.48,1635.54,44.25,28.4,80,2243.84,0,72.03,0.91,119.91,66.36,83.44,78,-71.04,high_bad
99_2020_03_27,Yeast - BRD,27/03/2020 6:47,50.0,42.0,110.0,2214.29,72.0,-75.27,120.0,23.86,1.27,47.24,9197.15,50.89,62.16,63.25,62.77,47.24,109.44,1622.57,43.74,29.31,80,1372.24,0,71.73,0.91,119.91,65.82,83.5,77,-74.57,high_bad
99_2020_03_27,Yeast - BRD,27/03/2020 6:54,50.0,42.0,110.0,2214.29,72.0,-73.2,120.0,23.93,1.27,47.24,9215.95,49.12,62.16,63.25,62.77,47.31,109.44,1571.34,43.51,29.31,80,1327.5,0,71.73,0.91,120.23,64.76,83.48,76,-73.86,high_bad
99_2020_03_27,Yeast - BRD,27/03/2020 7:00,50.0,42.0,110.0,2214.29,72.0,-70.4,120.0,24.04,1.27,47.24,9190.66,50.66,62.16,63.25,62.77,47.02,109.44,1629.05,43.58,28.37,80,1481.19,0,72.6,0.91,120.23,64.76,83.49,77,-72.11,high_bad
99_2020_03_27,Yeast - BRD,27/03/2020 7:03,50.0,42.0,110.0,2214.29,72.0,-71.64,120.0,24.44,1.27,47.24,9209.47,49.09,62.16,63.25,62.77,46.87,110.48,1648.51,44.41,28.4,80,2808.04,0,72.6,0.91,120.23,64.76,83.52,77,-72.11,high_bad
99_2020_03_27,Yeast - BRD,27/03/2020 7:11,50.0,42.0,110.0,2214.29,72.0,-78.95,120.0,24.99,1.27,47.24,9197.15,50.79,62.16,63.25,62.77,47.02,110.12,1512.97,43.04,29.54,80,2468.87,0,70.57,0.91,119.91,66.04,83.56,76,-76.0,high_bad
99_2020_03_27,Yeast - BRD,27/03/2020 7:15,50.0,42.0,110.0,2214.29,72.0,-78.97,120.0,25.48,1.27,47.24,9202.98,50.12,62.16,63.25,62.77,47.02,109.8,1455.9,42.33,30.59,80,2622.57,0,71.73,0.91,119.91,64.37,83.56,76,-77.39,high_bad
99_2020_03_27,Yeast - BRD,27/03/2020 7:19,50.0,42.0,110.0,2214.29,72.0,-74.76,120.0,25.62,1.27,47.24,9215.95,49.73,62.16,63.25,62.77,47.02,110.12,1398.18,41.98,30.15,80,1199.74,0,71.73,0.91,120.23,64.37,83.55,76,-76.67,high_bad
