VYP batch,Part,Set Time,FFTE Feed solids SP,FFTE Production solids SP,FFTE Steam pressure SP,TFE Out flow SP,TFE Production solids SP,TFE Vacuum pressure SP,TFE Steam pressure SP,Extract tank Level,FFTE Discharge density,FFTE Discharge solids,FFTE Feed flow rate PV,FFTE Feed solids PV,FFTE Heat temperature 1,FFTE Heat temperature 2,FFTE Heat temperature 3,FFTE Production solids PV,FFTE Steam pressure PV,TFE Input flow PV,TFE Level,TFE Motor current,TFE Motor speed,TFE Out flow PV,TFE Product out temperature,TFE Production solids PV,TFE Production solids density,TFE Steam pressure PV,TFE Steam temperature,TFE Tank level,TFE Temperature,TFE Vacuum pressure PV,quality_label
86_2020_04_29,Yeast - FMX,30/04/2020 1:22,50.0,43.0,140.0,2846.51,69.0,-60.7,120.0,50.21,1.3,47.06,10318.42,49.38,57.93,60.72,59.44,45.9,140.12,1936.45,47.87,31.77,80,2038.91,0,69.64,1.25,119.91,70.53,43.24,79,-61.91,good
86_2020_04_29,Yeast - FMX,30/04/2020 1:29,50.0,43.0,140.0,2846.51,69.0,-65.61,120.0,49.95,1.3,47.06,10279.51,49.35,57.93,60.72,59.44,45.9,139.4,1936.45,47.71,32.3,80,1911.15,0,68.07,1.25,119.91,70.53,39.27,79,-64.01,good
86_2020_04_29,Yeast - FMX,30/04/2020 1:36,50.0,43.0,140.0,2846.51,69.0,-65.65,120.0,49.74,1.3,47.06,10279.51,50.6,57.93,60.72,59.44,45.6,140.12,1923.48,47.68,32.41,80,1911.15,0,69.27,1.25,119.91,69.21,35.82,78,-65.4,good
86_2020_04_29,Yeast - FMX,30/04/2020 1:44,50.0,43.0,140.0,2846.51,69.0,-63.82,120.0,49.98,1.3,47.06,10305.45,50.76,57.93,60.72,59.44,45.52,140.47,1917.64,47.52,31.73,80,1917.64,0,69.27,1.25,119.91,69.21,31.5,78,-64.72,good
86_2020_04_29,Yeast - FMX,30/04/2020 1:53,50.0,43.0,140.0,2846.51,69.0,-65.07,120.0,50.01,1.3,47.06,10305.45,50.63,57.93,60.72,59.44,45.14,139.76,1962.39,47.75,32.1,80,2090.14,0,69.27,1.25,119.91,69.47,27.07,78,-64.72,good
86_2020_04_29,Yeast - FMX,30/04/2020 1:58,50.0,43.0,140.0,2846.51,69.0,-66.12,120.0,49.28,1.3,47.06,10318.42,50.66,57.93,60.72,59.44,44.98,140.12,1929.96,47.75,31.97,80,2096.63,0,69.27,1.25,119.91,69.47,24.58,78,-65.4,good
86_2020_04_29,Yeast - FMX,30/04/2020 2:07,50.0,43.0,140.0,2846.51,69.0,-64.61,120.0,48.73,1.3,47.06,10305.45,49.22,57.93,60.72,59.44,45.21,139.76,1911.15,47.52,31.56,80,2000.65,0,69.04,1.25,119.91,69.47,19.47,78,-65.05,good
87_2020_04_30,Yeast - FMX,30/04/2020 2:11,50.0,43.0,130.0,2846.51,69.0,-64.61,120.0,48.94,1.3,47.06,10709.47,49.29,57.93,60.72,59.44,45.14,140.12,1878.73,47.52,31.46,80,2025.94,0,69.04,1.25,119.91,69.21,18.17,78,-64.72,high_bad
87_2020_04_30,Yeast - FMX,30/04/2020 2:14,50.0,43.0,130.0,2846.51,69.0,-63.1,120.0,49.3,1.3,44.67,10786.64,50.63,57.61,60.72,59.44,44.13,130.59,1885.21,47.04,31.8,80,1821.01,0,69.04,1.25,119.91,69.21,18.23,79,-64.01,high_bad
87_2020_04_30,Yeast - FMX,30/04/2020 2:20,50.0,43.0,130.0,2846.51,69.0,-63.86,120.0,48.8,1.3,41.81,10811.93,50.73,57.61,60.72,59.44,42.05,129.88,2051.88,48.67,30.69,80,3628.4,0,68.82,1.25,119.91,69.21,30.65,79,-63.3,high_bad
87_2020_04_30,Yeast - FMX,30/04/2020 2:22,50.0,43.0,130.0,2846.51,69.0,-67.9,120.0,48.25,1.3,41.35,10811.93,50.5,57.61,60.72,59.44,41.5,129.56,2141.37,48.67,30.19,80,2167.32,0,68.82,1.25,119.91,69.47,34.55,78,-65.4,high_bad
87_2020_04_30,Yeast - FMX,30/04/2020 2:27,50.0,43.0,130.0,2846.51,69.0,-79.95,120.0,48.11,1.3,39.96,10798.96,49.19,57.61,60.72,59.44,40.11,134.84,2096.63,47.49,30.92,80,2987.68,0,65.14,1.25,119.91,67.1,41.25,75,-72.46,high_bad
87_2020_04_30,Yeast - FMX,30/04/2020 2:31,50.0,43.0,130.0,2846.51,66.0,-79.95,120.0,48.04,1.3,39.96,10607.0,50.82,57.61,60.72,59.44,38.87,134.84,1994.16,47.23,30.92,80,2827.5,0,65.14,1.25,119.91,67.1,44.19,71,-75.28,high_bad
87_2020_04_30,Yeast - FMX,30/04/2020 2:31,50.0,43.0,130.0,2846.51,66.0,-79.06,120.0,48.46,1.3,39.96,10594.03,50.66,57.61,60.72,59.44,38.87,135.52,2007.13,46.69,30.86,80,1789.23,0,65.14,1.25,120.23,67.1,44.59,71,-75.64,high_bad
87_2020_04_30,Yeast - FMX,30/04/2020 2:35,50.0,43.0,130.0,2846.51,66.0,-80.0,120.0,48.29,1.3,38.25,10587.55,50.5,56.94,60.72,59.44,38.17,134.84,2071.34,46.66,31.36,80,1815.18,0,65.14,1.25,119.91,65.3,47.06,70,-77.03,high_bad
87_2020_04_30,Yeast - FMX,30/04/2020 2:38,50.0,43.0,140.0,2846.51,66.0,-80.0,120.0,47.51,1.3,38.25,10613.49,49.38,56.94,60.72,59.44,38.1,135.19,2077.17,46.66,30.49,80,1815.18,0,65.44,1.25,119.91,65.3,47.63,69,-77.74,high_bad
87_2020_04_30,Yeast - FMX,30/04/2020 3:00,50.0,43.0,140.0,2846.51,66.0,-79.45,120.0,46.72,1.3,40.26,10529.83,50.66,56.94,60.72,59.44,40.5,139.76,1885.21,45.06,32.03,80,1584.31,0,65.37,1.25,119.91,60.78,45.29,67,-79.85,high_bad
87_2020_04_30,Yeast - FMX,30/04/2020 3:01,50.0,43.0,140.0,2846.51,67.0,-79.45,120.0,47.39,1.3,40.26,10497.41,50.66,56.94,60.72,59.44,40.42,140.83,1891.7,45.06,31.53,80,1584.31,0,65.37,1.25,119.91,60.78,44.96,67,-79.85,high_bad
87_2020_04_30,Yeast - FMX,30/04/2020 3:05,50.0,43.0,140.0,2846.51,67.0,-78.55,120.0,46.8,1.3,40.81,10484.44,49.35,56.94,60.72,60.43,41.04,140.83,1853.44,45.06,31.8,80,1968.87,0,65.37,1.25,119.91,60.78,43.82,67,-79.13,high_bad
87_2020_04_30,Yeast - FMX,30/04/2020 3:08,50.0,43.0,140.0,2846.51,69.0,-78.55,120.0,46.93,1.3,40.34,10510.38,50.6,56.94,60.72,60.43,41.35,140.12,1853.44,44.8,31.77,80,1904.67,0,65.37,1.25,119.91,60.78,43.89,68,-78.46,high_bad
87_2020_04_30,Yeast - FMX,30/04/2020 3:08,50.0,43.0,140.0,2846.51,69.0,-77.51,120.0,46.79,1.3,40.34,10478.6,50.6,56.94,60.72,60.43,41.12,140.12,1833.98,44.8,31.77,80,2424.12,0,65.37,1.25,119.91,60.78,43.66,68,-78.46,high_bad
87_2020_04_30,Yeast - FMX,30/04/2020 3:08,50.0,43.0,140.0,2846.51,67.0,-76.62,120.0,46.93,1.3,40.34,10510.38,50.6,56.94,60.72,60.43,41.35,140.12,1853.44,44.8,31.77,80,1904.67,0,65.37,1.25,119.91,60.78,43.89,68,-78.46,high_bad
87_2020_04_30,Yeast - FMX,30/04/2020 3:12,50.0,43.0,140.0,2846.51,69.0,-79.3,120.0,46.76,1.3,40.73,10478.6,50.57,56.94,60.72,60.43,40.58,140.12,1827.5,44.51,32.47,80,1532.43,0,68.44,1.25,119.91,60.78,43.22,68,-78.81,high_bad
88_2020_04_30,Yeast - FMX,30/04/2020 3:14,50.0,43.0,140.0,2846.51,69.0,-79.3,120.0,47.03,1.3,41.5,10497.41,50.63,56.94,60.72,60.43,41.35,140.12,1815.18,44.51,32.27,80,2116.08,0,68.44,1.25,119.91,60.78,43.19,68,-79.13,high_bad
88_2020_04_30,Yeast - FMX,30/04/2020 3:14,50.0,43.0,140.0,2846.51,69.0,-79.3,120.0,47.03,1.3,41.5,10497.41,50.63,56.94,60.72,60.43,41.35,140.12,1815.18,44.51,32.27,80,2116.08,0,68.44,1.25,119.91,60.78,43.19,68,-79.13,high_bad
88_2020_04_30,Yeast - FMX,30/04/2020 3:14,50.0,43.0,140.0,2846.51,69.0,-79.3,120.0,47.03,1.3,41.5,10497.41,50.63,56.94,60.72,60.43,41.35,140.12,1815.18,44.51,32.27,80,2116.08,0,68.44,1.25,119.91,60.78,43.19,68,-79.13,high_bad
88_2020_04_30,Yeast - FMX,30/04/2020 3:14,50.0,43.0,140.0,2846.51,69.0,-79.3,120.0,47.03,1.3,41.5,10497.41,50.63,56.94,60.72,60.43,41.35,140.12,1815.18,44.51,32.27,80,2116.08,0,68.44,1.25,119.91,60.78,43.19,68,-79.13,high_bad
88_2020_04_30,Yeast - FMX,30/04/2020 3:14,50.0,43.0,140.0,2846.51,69.0,-79.3,120.0,47.03,1.3,41.5,10497.41,50.63,56.94,60.72,60.43,41.35,140.12,1815.18,44.51,32.27,80,2116.08,0,68.44,1.25,119.91,60.78,43.19,68,-79.13,high_bad
88_2020_04_30,Yeast - FMX,30/04/2020 3:14,50.0,43.0,140.0,2846.51,69.0,-79.3,120.0,47.03,1.3,41.5,10497.41,50.63,56.94,60.72,60.43,41.35,140.12,1815.18,44.51,32.27,80,2116.08,0,68.44,1.25,119.91,60.78,43.19,68,-79.13,high_bad
88_2020_04_30,Yeast - FMX,30/04/2020 3:14,50.0,43.0,140.0,2846.51,69.0,-79.3,120.0,47.03,1.3,41.5,10497.41,50.63,56.94,60.72,60.43,41.35,140.12,1815.18,44.51,32.27,80,2116.08,0,68.44,1.25,119.91,60.78,43.19,68,-79.13,high_bad
87_2020_04_30,Yeast - FMX,30/04/2020 3:18,50.0,43.0,140.0,2846.51,70.0,-79.22,120.0,46.64,1.3,41.35,10510.38,50.69,56.94,60.72,60.43,40.73,139.76,1776.26,44.47,32.2,80,1512.97,0,68.44,1.25,119.58,61.04,43.6,68,-79.13,high_bad
87_2020_04_30,Yeast - FMX,30/04/2020 3:18,50.0,43.0,140.0,2846.51,70.0,-79.3,120.0,46.43,1.3,41.35,10510.38,50.69,56.94,60.72,60.43,40.73,139.76,1795.72,44.47,32.2,80,1512.97,0,68.44,1.25,119.58,61.04,43.9,68,-79.13,high_bad
87_2020_04_30,Yeast - FMX,30/04/2020 3:24,50.0,43.0,140.0,2846.51,70.0,-79.47,120.0,46.66,1.3,41.35,10510.38,49.41,56.94,60.72,60.43,40.88,139.76,1769.78,44.38,32.64,80,2225.03,0,68.44,1.25,119.91,61.04,44.93,68,-79.49,high_bad
87_2020_04_30,Yeast - FMX,30/04/2020 3:35,50.0,43.0,140.0,2846.51,70.0,-75.9,120.0,46.55,1.3,41.35,10510.38,49.22,56.94,60.72,60.43,40.88,140.12,1731.52,44.6,32.34,80,1564.85,0,70.54,1.25,119.91,61.59,48.39,69,-77.39,high_bad
87_2020_04_30,Yeast - FMX,30/04/2020 3:40,50.0,43.0,140.0,2846.51,70.0,-76.92,120.0,46.22,1.3,41.35,10472.11,50.5,56.94,60.72,60.43,40.88,139.4,1744.49,44.86,32.14,80,1558.37,0,69.34,1.25,119.91,62.65,50.25,70,-77.39,high_bad
87_2020_04_30,Yeast - FMX,30/04/2020 3:46,50.0,43.0,140.0,2846.51,70.0,-79.99,120.0,45.78,1.3,41.35,10407.91,50.82,56.94,60.72,60.43,40.73,139.76,1750.97,44.6,32.81,80,1525.94,0,69.34,1.25,119.91,62.65,51.95,69,-78.1,high_bad
87_2020_04_30,Yeast - FMX,30/04/2020 4:11,50.0,43.0,140.0,2846.51,60.0,-79.99,120.0,45.61,1.3,41.43,10388.46,50.79,56.94,60.72,60.43,41.5,139.76,1635.54,45.12,30.45,80,1538.91,0,59.73,1.25,119.91,73.99,58.45,80,-59.05,high_bad
88_2020_04_30,Yeast - FMX,30/04/2020 4:14,50.0,43.0,140.0,2846.51,62.0,-79.99,120.0,45.63,1.3,41.43,10414.4,49.29,56.94,60.72,60.43,41.5,139.05,1642.02,43.68,32.27,80,2122.57,0,57.93,1.25,119.91,73.99,60.0,80,-65.76,high_bad
88_2020_04_30,Yeast - FMX,30/04/2020 4:16,50.0,43.0,140.0,2846.51,62.0,-79.42,120.0,45.93,1.3,41.43,10414.4,49.19,56.94,60.72,60.43,41.58,139.76,1642.02,43.45,33.72,80,1372.24,0,60.41,1.25,119.91,68.41,61.22,78,-69.65,high_bad
88_2020_04_30,Yeast - FMX,30/04/2020 4:18,50.0,43.0,140.0,2846.51,68.0,-76.52,120.0,45.98,1.3,41.43,10414.4,50.73,56.94,60.72,60.43,41.66,139.76,1654.99,44.16,34.19,80,1487.68,0,63.71,1.25,119.91,68.41,62.07,78,-71.04,high_bad
88_2020_04_30,Yeast - FMX,30/04/2020 4:18,50.0,43.0,140.0,2846.51,62.0,-74.95,120.0,45.92,1.3,41.43,10381.97,49.32,56.94,60.72,60.43,41.66,139.76,1661.48,43.36,33.68,80,1423.48,0,63.71,1.25,119.91,68.41,62.0,78,-70.36,high_bad
88_2020_04_30,Yeast - FMX,30/04/2020 4:18,50.0,43.0,140.0,2846.51,62.0,-76.66,120.0,45.92,1.3,41.43,10420.88,49.32,56.94,60.72,60.43,41.58,139.76,1635.54,43.36,34.02,80,1423.48,0,63.71,1.25,119.91,68.41,62.0,78,-70.36,high_bad
88_2020_04_30,Yeast - FMX,30/04/2020 4:18,50.0,43.0,140.0,2846.51,66.0,-74.95,120.0,45.92,1.3,41.43,10420.88,49.32,56.94,60.72,60.43,41.58,139.76,1635.54,43.36,34.02,80,1423.48,0,63.71,1.25,119.91,68.41,62.0,78,-70.36,high_bad
88_2020_04_30,Yeast - FMX,30/04/2020 4:18,50.0,43.0,140.0,2846.51,66.0,-76.52,120.0,45.98,1.3,41.43,10381.97,50.73,56.94,60.72,60.43,41.66,139.76,1654.99,44.16,34.19,80,1487.68,0,63.71,1.25,119.91,68.41,62.07,78,-71.04,high_bad
88_2020_04_30,Yeast - FMX,30/04/2020 4:18,50.0,43.0,140.0,2846.51,66.0,-77.36,120.0,45.98,1.3,41.43,10414.4,50.73,56.94,60.72,60.43,41.66,139.76,1654.99,44.16,34.19,80,1487.68,0,63.71,1.25,119.91,68.41,62.07,78,-71.04,high_bad
88_2020_04_30,Yeast - FMX,30/04/2020 4:20,50.0,43.0,140.0,2846.51,68.0,-76.86,120.0,46.09,1.3,41.43,10388.46,50.57,56.94,60.72,60.43,41.73,140.12,1642.02,42.88,35.84,80,2109.6,0,63.71,1.25,119.91,68.41,62.78,78,-72.46,high_bad
88_2020_04_30,Yeast - FMX,30/04/2020 4:22,50.0,43.0,140.0,2846.51,71.0,-75.96,120.0,45.36,1.3,41.43,10381.97,49.06,56.94,60.72,60.43,41.81,140.47,1795.72,42.88,35.4,80,1525.94,0,69.49,1.25,119.91,66.84,63.02,75,-72.82,high_bad
88_2020_04_30,Yeast - FMX,30/04/2020 4:22,50.0,43.0,140.0,2846.51,68.0,-74.64,120.0,45.36,1.3,41.43,10381.97,49.06,56.94,60.72,60.43,41.73,140.47,1795.72,42.88,35.4,80,1525.94,0,69.49,1.25,119.91,66.84,63.35,75,-72.82,high_bad
88_2020_04_30,Yeast - FMX,30/04/2020 4:22,50.0,43.0,140.0,2846.51,71.0,-76.86,120.0,45.36,1.3,41.43,10381.97,49.06,56.94,60.72,60.43,41.73,140.47,1795.72,42.88,35.4,80,1525.94,0,69.49,1.25,119.91,66.84,63.35,75,-72.82,high_bad
88_2020_04_30,Yeast - FMX,30/04/2020 4:30,50.0,43.0,140.0,2846.51,71.0,-76.21,120.0,45.68,1.3,41.43,10401.43,50.6,56.94,60.72,60.43,42.12,140.47,1802.2,45.09,35.4,80,2122.57,0,70.69,1.25,119.91,66.84,62.06,73,-74.93,high_bad
88_2020_04_30,Yeast - FMX,30/04/2020 4:42,50.0,43.0,140.0,2846.51,71.0,-70.09,120.0,45.48,1.3,42.73,10414.4,49.03,58.64,60.72,60.43,42.81,140.12,1738.0,45.47,34.42,80,1597.28,0,71.89,1.25,119.91,66.84,63.33,74,-72.11,high_bad
88_2020_04_30,Yeast - FMX,30/04/2020 4:56,50.0,43.0,140.0,2846.51,71.0,-69.44,120.0,45.45,1.3,42.73,10401.43,49.45,58.64,60.4,60.43,43.35,140.12,1680.29,44.7,34.46,80,1545.4,0,70.99,1.25,119.91,65.98,67.62,76,-70.36,high_bad
88_2020_04_30,Yeast - FMX,30/04/2020 5:07,50.0,43.0,140.0,2846.51,71.0,-66.88,120.0,45.26,1.3,42.73,10401.43,49.41,58.64,60.4,60.43,43.51,140.12,1654.99,44.7,34.32,80,2134.89,0,70.99,1.25,119.91,65.98,72.96,77,-67.86,high_bad
88_2020_04_30,Yeast - FMX,30/04/2020 5:20,50.0,43.0,140.0,2846.51,71.0,-67.92,120.0,43.71,1.3,42.73,10388.46,50.73,58.64,60.4,60.43,43.59,140.12,1731.52,45.99,34.26,80,2218.55,0,70.69,1.25,119.91,67.64,78.44,77,-67.54,high_bad
88_2020_04_30,Yeast - FMX,30/04/2020 5:28,50.0,43.0,140.0,2846.51,71.0,-73.62,120.0,39.38,1.3,43.59,10394.94,49.83,58.64,60.4,60.43,43.67,140.47,1718.55,45.02,36.27,80,2179.64,0,69.72,1.25,119.91,66.87,80.52,76,-71.39,high_bad
88_2020_04_30,Yeast - FMX,30/04/2020 5:34,50.0,43.0,140.0,2846.51,71.0,-72.87,120.0,35.25,1.3,43.59,10401.43,50.86,58.64,60.4,60.43,43.43,140.12,1738.0,45.12,36.34,80,1603.76,0,71.52,1.25,119.91,65.24,82.13,75,-72.46,high_bad
88_2020_04_30,Yeast - FMX,30/04/2020 5:37,50.0,43.0,140.0,2846.51,71.0,-71.84,120.0,33.07,1.3,43.59,10318.42,50.76,58.64,60.4,60.43,43.13,140.12,1846.95,47.33,34.56,80,1859.92,0,71.52,1.25,119.91,65.24,82.15,75,-72.11,high_bad
88_2020_04_30,Yeast - FMX,30/04/2020 5:42,50.0,43.0,140.0,2846.51,71.0,-73.44,120.0,30.85,1.3,43.59,10311.93,50.54,58.64,60.4,60.43,43.51,139.76,1827.5,45.99,35.37,80,1699.74,0,70.61,1.25,119.91,65.24,82.15,74,-72.46,high_bad
88_2020_04_30,Yeast - FMX,30/04/2020 5:48,50.0,43.0,140.0,2846.51,71.0,-77.32,120.0,26.27,1.3,43.59,10318.42,49.25,58.74,60.56,60.43,43.67,140.12,1808.69,45.63,37.01,80,1911.15,0,70.24,1.25,119.91,65.24,80.85,73,-75.28,high_bad
88_2020_04_30,Yeast - FMX,30/04/2020 5:55,50.0,43.0,140.0,2846.51,71.0,-76.83,120.0,21.8,1.3,43.74,10298.96,50.15,58.74,60.56,59.31,44.05,140.12,1776.26,45.7,38.9,80,1597.28,0,70.24,1.25,119.91,65.24,77.17,72,-76.32,high_bad
88_2020_04_30,Yeast - FMX,30/04/2020 6:06,50.0,43.0,140.0,2846.51,71.0,-71.96,120.0,14.86,1.29,43.74,10305.45,49.32,58.74,60.56,59.31,44.44,140.12,1718.55,45.28,36.64,80,2020.1,0,71.81,1.25,119.91,64.5,73.78,73,-73.5,high_bad
88_2020_04_30,Yeast - FMX,30/04/2020 6:13,50.0,43.0,140.0,2846.51,71.0,-71.72,120.0,7.36,1.29,44.21,10292.48,50.57,58.74,60.56,59.31,44.28,140.12,1680.29,45.22,37.08,80,1558.37,0,71.81,1.25,119.91,64.5,74.8,74,-72.46,high_bad
88_2020_04_30,Yeast - FMX,30/04/2020 6:17,25.0,43.0,140.0,2846.51,71.0,-71.72,120.0,4.15,1.29,44.21,10267.19,15.19,58.74,60.56,59.31,44.13,140.12,1654.99,44.99,36.54,80,1564.85,0,71.81,1.25,119.91,64.5,74.63,74,-72.11,high_bad
88_2020_04_30,Yeast - FMX,30/04/2020 6:24,25.0,43.0,140.0,2846.51,71.0,-73.5,120.0,4.28,1.29,44.44,9998.05,25.89,56.78,60.88,39.1,43.82,140.12,1635.54,44.8,38.8,80,2538.91,0,70.84,1.25,119.91,64.5,75.41,74,-73.18,high_bad
88_2020_04_30,Yeast - FMX,30/04/2020 6:33,25.0,43.0,140.0,2846.51,71.0,-74.28,120.0,3.7,1.29,37.64,9985.08,25.0,56.78,60.37,42.62,38.1,140.12,1731.52,46.11,35.8,80,4532.43,0,70.84,1.25,119.91,64.5,83.28,74,-73.5,high_bad
88_2020_04_30,Yeast - FMX,30/04/2020 6:36,25.0,43.0,140.0,2846.51,71.0,-77.7,120.0,3.9,1.29,32.07,9966.28,32.59,52.94,54.19,45.44,32.07,140.12,1923.48,46.14,35.27,80,2680.29,0,70.09,1.25,119.91,64.5,83.72,73,-75.64,high_bad
88_2020_04_30,Yeast - FMX,30/04/2020 6:37,25.0,43.0,140.0,2846.51,71.0,-80.0,120.0,4.17,1.29,32.07,10017.51,30.57,52.94,54.19,45.44,29.75,140.12,1994.16,47.49,34.16,80,1859.92,0,70.09,1.25,119.91,63.73,84.2,72,-76.32,high_bad
88_2020_04_30,Yeast - FMX,30/04/2020 6:41,25.0,43.0,140.0,2846.51,71.0,-45.0,120.0,3.86,1.29,26.43,10011.02,30.57,52.94,54.19,43.9,25.42,140.47,2103.11,48.1,32.74,80,2590.14,0,70.09,1.25,119.91,63.73,86.23,70,-77.03,high_bad
88_2020_04_30,Yeast - FMX,30/04/2020 6:41,25.0,43.0,140.0,2846.51,71.0,-80.0,85.0,3.86,1.29,26.43,10011.02,30.57,52.94,54.19,43.9,25.42,140.47,2103.11,48.1,32.74,80,2590.14,0,70.09,1.25,119.91,63.73,86.23,70,-77.03,high_bad
89_2020_04_30,Yeast - BRD,30/04/2020 9:49,50.0,42.0,110.0,1992.86,63.0,-80.0,120.0,62.99,1.29,37.75,9293.13,49.45,62.65,61.65,62.04,39.93,110.12,1718.55,42.71,27.8,80,2352.79,0,61.15,1.1,119.91,60.78,85.73,65,-79.85,good
89_2020_04_30,Yeast - BRD,30/04/2020 9:49,50.0,42.0,110.0,1992.86,63.0,-80.0,120.0,62.99,1.29,37.75,9293.13,49.45,62.65,61.65,62.04,39.93,110.12,1718.55,42.71,27.8,80,2352.79,0,61.15,1.1,119.91,60.78,85.73,65,-79.85,good
89_2020_04_30,Yeast - BRD,30/04/2020 9:49,50.0,42.0,110.0,1992.86,63.0,-80.0,120.0,62.99,1.29,37.75,9293.13,49.45,62.65,61.65,62.04,39.93,110.12,1718.55,42.71,27.8,80,2352.79,0,61.15,1.1,119.91,60.78,85.73,65,-79.85,good
89_2020_04_30,Yeast - BRD,30/04/2020 9:49,50.0,42.0,110.0,1992.86,63.0,-80.0,120.0,62.99,1.29,37.75,9293.13,49.45,62.65,61.65,62.04,39.93,110.12,1718.55,42.71,27.8,80,2352.79,0,61.15,1.1,119.91,60.78,85.73,65,-79.85,good
89_2020_04_30,Yeast - BRD,30/04/2020 9:49,50.0,42.0,110.0,1992.86,63.0,-80.0,120.0,62.99,1.29,37.75,9293.13,49.45,62.65,61.65,62.04,39.93,110.12,1718.55,42.71,27.8,80,2352.79,0,61.15,1.1,119.91,60.78,85.73,65,-79.85,good
89_2020_04_30,Yeast - BRD,30/04/2020 9:49,50.0,42.0,110.0,1992.86,63.0,-80.0,120.0,62.99,1.29,37.75,9293.13,49.45,62.65,61.65,62.04,39.93,110.12,1718.55,42.71,27.8,80,2352.79,0,61.15,1.1,119.91,60.78,85.73,65,-79.85,good
89_2020_04_30,Yeast - BRD,30/04/2020 9:49,50.0,42.0,110.0,1992.86,63.0,-80.0,120.0,62.99,1.29,37.75,9293.13,49.45,62.65,61.65,62.04,39.93,110.12,1718.55,42.71,27.8,80,2352.79,0,61.15,1.1,119.91,60.78,85.73,65,-79.85,good
89_2020_04_30,Yeast - BRD,30/04/2020 9:52,50.0,42.0,110.0,1992.86,63.0,-80.0,125.0,63.08,1.29,40.15,9318.42,50.6,62.65,61.65,62.04,40.15,110.12,1782.75,42.71,27.66,80,1398.18,0,61.15,1.1,119.91,60.78,85.62,65,-79.85,good
89_2020_04_30,Yeast - BRD,30/04/2020 9:54,50.0,42.0,115.0,1992.86,63.0,-80.0,125.0,63.46,1.29,40.15,9299.61,49.41,62.65,61.65,62.04,40.45,116.83,1789.23,42.71,27.66,80,2795.07,0,61.15,1.1,125.03,60.78,85.54,66,-80.2,good
89_2020_04_30,Yeast - BRD,30/04/2020 9:54,50.0,42.0,120.0,1992.86,63.0,-80.0,125.0,63.7,1.29,40.15,9311.93,50.66,62.65,61.65,62.04,40.45,110.12,1763.94,42.71,27.66,80,1391.7,0,61.15,1.1,125.03,60.78,85.54,66,-80.2,good
89_2020_04_30,Yeast - BRD,30/04/2020 10:16,50.0,42.0,120.0,1992.86,63.0,-80.0,125.0,66.1,1.29,41.64,9293.13,49.6,64.21,61.65,62.04,41.57,114.72,1891.7,45.76,28.0,80,2327.5,0,60.07,1.1,125.03,60.78,85.11,65,-80.56,good
89_2020_04_30,Yeast - BRD,30/04/2020 10:19,50.0,42.0,120.0,1992.86,63.0,-80.0,120.0,66.75,1.29,41.64,9273.67,49.29,64.21,61.65,62.04,41.64,120.0,1911.15,52.01,26.55,80,2513.62,0,60.07,1.1,125.36,46.88,85.12,65,-48.82,good
89_2020_04_30,Yeast - BRD,30/04/2020 10:20,50.0,42.0,120.0,1992.86,63.0,-80.0,125.0,67.02,1.29,41.64,9286.64,49.16,64.21,61.65,62.04,41.57,120.0,1846.95,48.61,26.82,80,2051.88,0,60.07,1.1,120.56,46.82,85.12,68,-33.34,good
89_2020_04_30,Yeast - BRD,30/04/2020 10:41,50.0,42.0,120.0,1992.86,65.0,-80.0,125.0,70.01,1.29,41.64,9299.61,49.38,64.21,61.65,62.04,41.49,120.0,1866.41,44.9,28.64,80,2186.12,0,57.67,1.1,125.03,67.35,85.18,69,-77.03,good
89_2020_04_30,Yeast - BRD,30/04/2020 10:52,50.0,42.0,120.0,1992.86,67.0,-80.0,125.0,68.45,1.29,41.64,9273.67,50.57,64.21,61.65,62.04,41.27,120.0,1846.95,45.31,28.74,80,1545.4,0,62.67,1.1,125.03,63.96,85.21,68,-79.13,good
89_2020_04_30,Yeast - BRD,30/04/2020 11:08,50.0,42.0,120.0,1992.86,67.0,-79.49,125.0,59.67,1.29,41.64,9286.64,50.69,64.21,61.65,62.04,40.9,120.0,1603.76,42.36,30.39,80,1238.0,0,65.57,1.1,125.03,61.59,85.26,68,-79.85,good
89_2020_04_30,Yeast - BRD,30/04/2020 11:11,50.0,42.0,120.0,1992.86,67.0,-76.29,125.0,58.0,1.29,41.64,9299.61,49.73,64.21,61.65,62.04,40.9,119.29,1577.82,42.46,30.15,80,1250.97,0,67.89,1.1,125.03,61.59,85.28,68,-78.81,good
90_2020_04_30,Yeast - BRD,30/04/2020 11:18,50.0,42.0,120.0,1992.86,67.0,-76.29,125.0,53.85,1.29,41.64,9324.9,50.54,64.21,61.65,62.04,40.9,120.0,1545.4,42.84,28.27,80,2462.39,0,69.35,1.1,125.03,66.11,85.36,72,-71.75,good
90_2020_04_30,Yeast - BRD,30/04/2020 11:18,50.0,42.0,120.0,1992.86,67.0,-76.29,125.0,53.85,1.29,41.64,9324.9,50.54,64.21,61.65,62.04,40.9,120.0,1545.4,42.84,28.27,80,2462.39,0,69.35,1.1,125.03,66.11,85.36,72,-71.75,good
90_2020_04_30,Yeast - BRD,30/04/2020 11:18,50.0,42.0,120.0,1992.86,67.0,-76.29,125.0,53.85,1.29,41.64,9324.9,50.54,64.21,61.65,62.04,40.9,120.0,1545.4,42.84,28.27,80,2462.39,0,69.35,1.1,125.03,66.11,85.36,72,-71.75,good
